автор;род деятельности;публикация;год публикации;формат публикации (переписка/письмо/отрывки/отрывок);односторонняя / двусторонняя;персоналии;примечания;электронный источник;адресат;количество писем;даты
Гоголь, Николай Васильевич;писатель;Гоголь Н. В. Полное собрание сочинений. М.: Изд-во АН СССР, 1952. Т. 13. Письма. 1846-1847. 564 с., ил.: 5 л. ил.;1952;письмо;односторонняя / двусторонняя;М. П. Погодину. (1). 10 сентября 1846.;;;;;
Гоголь, Николай Васильевич;писатель;Гоголь Н. В. Полное собрание сочинений. М.: Изд-во АН СССР, 1952. Т. 13. Письма. 1846-1847. 564 с., ил.: 5 л. ил.;1952;письмо;односторонняя / двусторонняя;М. П. Погодину. (1). 10 сентября 1846.;;;;;
Гоголь, Николай Васильевич;писатель;Гоголь Н. В. Полное собрание сочинений. М.: Изд-во АН СССР, 1952. Т. 13. Письма. 1846-1847. 564 с., ил.: 5 л. ил.;1952;письмо;односторонняя / двусторонняя;В. А. Жуковскому. (1). 12 сентября 1846.;;;;;
Гоголь, Николай Васильевич;писатель;Гоголь Н. В. Полное собрание сочинений. М.: Изд-во АН СССР, 1952. Т. 13. Письма. 1846-1847. 564 с., ил.: 5 л. ил.;1952;письмо;односторонняя / двусторонняя;А. Плетневу. (1). 12 сентября 1846.;;;;;
Гоголь, Николай Васильевич;писатель;Гоголь Н. В. Полное собрание сочинений. М.: Изд-во АН СССР, 1952. Т. 13. Письма. 1846-1847. 564 с., ил.: 5 л. ил.;1952;письмо;односторонняя / двусторонняя;П. А. Плетневу. (1). 26 сентября 1846.;;;;;
Гоголь, Николай Васильевич;писатель;Гоголь Н. В. Полное собрание сочинений. М.: Изд-во АН СССР, 1952. Т. 13. Письма. 1846-1847. 564 с., ил.: 5 л. ил.;1952;письмо;односторонняя / двусторонняя;С. П. Шевыреву. (1). 26 сентября 1846.;;;;;
Гоголь, Николай Васильевич;писатель;Гоголь Н. В. Полное собрание сочинений. М.: Изд-во АН СССР, 1952. Т. 13. Письма. 1846-1847. 564 с., ил.: 5 л. ил.;1952;письмо;односторонняя / двусторонняя;П. А Плетневу. (1). 3 октября 1846.;;;;;
Гоголь, Николай Васильевич;писатель;Гоголь Н. В. Полное собрание сочинений. М.: Изд-во АН СССР, 1952. Т. 13. Письма. 1846-1847. 564 с., ил.: 5 л. ил.;1952;письмо;односторонняя / двусторонняя;С. П. Шевыреву. (1). 5 октября 1846.;;;;;
Гоголь, Николай Васильевич;писатель;Гоголь Н. В. Полное собрание сочинений. М.: Изд-во АН СССР, 1952. Т. 13. Письма. 1846-1847. 564 с., ил.: 5 л. ил.;1952;письмо;односторонняя / двусторонняя;Н. М. Языкову. (1). 5 октября 1846.;;;;;
Гоголь, Николай Васильевич;писатель;Гоголь Н. В. Полное собрание сочинений. М.: Изд-во АН СССР, 1952. Т. 13. Письма. 1846-1847. 564 с., ил.: 5 л. ил.;1952;письмо;односторонняя / двусторонняя;А. О. Смирновой. (1). 8 октября 1846.;;;;;
