автор;род деятельности;публикация;год публикации;формат публикации (переписка/письмо/отрывки/отрывок);односторонняя / двусторонняя;персоналии;примечания;электронный источник;адресат;количество писем;даты
Белинский, Виссарион Григорьевич;критик, публицист;Белинский В. Г. Полное собрание сочинений: В 13 т. М., 1956. Т. 12. Письма. 1841-1848. 596 c., факс.: 5 л. факс.;1956;письмо;односторонняя;Т. А. Бакуниной. (1). 5 декабря 1844.;;;;;
Белинский, Виссарион Григорьевич;критик, публицист;Белинский В. Г. Полное собрание сочинений: В 13 т. М., 1956. Т. 12. Письма. 1841-1848. 596 c., факс.: 5 л. факс.;1956;письмо;односторонняя;И. С. Тургеневу. (1). ~ 13 декабря 1844.;;;;;
Белинский, Виссарион Григорьевич;критик, публицист;Белинский В. Г. Полное собрание сочинений: В 13 т. М., 1956. Т. 12. Письма. 1841-1848. 596 c., факс.: 5 л. факс.;1956;письмо;односторонняя;А. И. Герцену. (1). 26 января 1845.;;;;;
Белинский, Виссарион Григорьевич;критик, публицист;Белинский В. Г. Полное собрание сочинений: В 13 т. М., 1956. Т. 12. Письма. 1841-1848. 596 c., факс.: 5 л. факс.;1956;письмо;односторонняя;Ф. М. Достоевскому. (1). ~ 10 июня 1845.;;;;;
Белинский, Виссарион Григорьевич;критик, публицист;Белинский В. Г. Полное собрание сочинений: В 13 т. М., 1956. Т. 12. Письма. 1841-1848. 596 c., факс.: 5 л. факс.;1956;письмо;односторонняя;А. И. Герцену. (1). 2 января 1846.;;;;;
Белинский, Виссарион Григорьевич;критик, публицист;Белинский В. Г. Полное собрание сочинений: В 13 т. М., 1956. Т. 12. Письма. 1841-1848. 596 c., факс.: 5 л. факс.;1956;письмо;односторонняя;А. И. Герцену. (1). 14 января 1846.;;;;;
Белинский, Виссарион Григорьевич;критик, публицист;Белинский В. Г. Полное собрание сочинений: В 13 т. М., 1956. Т. 12. Письма. 1841-1848. 596 c., факс.: 5 л. факс.;1956;письмо;односторонняя;А. И. Герцену. (1). 26 января 1846.;;;;;
Белинский, Виссарион Григорьевич;критик, публицист;Белинский В. Г. Полное собрание сочинений: В 13 т. М., 1956. Т. 12. Письма. 1841-1848. 596 c., факс.: 5 л. факс.;1956;письмо;односторонняя;А. И. Герцену. (1). 6 февраля 1846.;;;;;
Белинский, Виссарион Григорьевич;критик, публицист;Белинский В. Г. Полное собрание сочинений: В 13 т. М., 1956. Т. 12. Письма. 1841-1848. 596 c., факс.: 5 л. факс.;1956;письмо;односторонняя;А. И. Герцену. (1). 19 февраля 1846.;;;;;
Белинский, Виссарион Григорьевич;критик, публицист;Белинский В. Г. Полное собрание сочинений: В 13 т. М., 1956. Т. 12. Письма. 1841-1848. 596 c., факс.: 5 л. факс.;1956;письмо;односторонняя;A. И. Герцену. (1). 20 марта 1846.;;;;;
Белинский, Виссарион Григорьевич;критик, публицист;Белинский В. Г. Полное собрание сочинений: В 13 т. М., 1956. Т. 12. Письма. 1841-1848. 596 c., факс.: 5 л. факс.;1956;письмо;односторонняя;B. П. Боткину. (1). 26 марта 1846.;;;;;
Белинский, Виссарион Григорьевич;критик, публицист;Белинский В. Г. Полное собрание сочинений: В 13 т. М., 1956. Т. 12. Письма. 1841-1848. 596 c., факс.: 5 л. факс.;1956;письмо;односторонняя;П. Н. Кудрявцеву. (1). 26 марта 1846.;;;;;
Белинский, Виссарион Григорьевич;критик, публицист;Белинский В. Г. Полное собрание сочинений: В 13 т. М., 1956. Т. 12. Письма. 1841-1848. 596 c., факс.: 5 л. факс.;1956;письмо;односторонняя;А. И. Герцену. (1). 6 апреля 1846.;;;;;
Белинский, Виссарион Григорьевич;критик, публицист;Белинский В. Г. Полное собрание сочинений: В 13 т. М., 1956. Т. 12. Письма. 1841-1848. 596 c., факс.: 5 л. факс.;1956;письмо;односторонняя;Д. П. Иванову. (1). 15 апреля 1846.;;;;;
