автор;род деятельности;публикация;год публикации;формат публикации (переписка/письмо/отрывки/отрывок);односторонняя / двусторонняя;персоналии;примечания;электронный источник;адресат;количество писем;даты
Тургенев, Иван Сергеевич; писатель, поэт, публицист, драматург, переводчик;Тургенев И.С. Полное собрание сочинений и писем : В 30 т. Письма. В 18 т.: Т. 3. Письма, 1855-1858. М.: Наука, 1987. 701, [1] с., [1] л. портр.;1987;письмо;односторонняя;О. А. Тургеневой. (1). 25 июля 1855.;;;;;
Тургенев, Иван Сергеевич; писатель, поэт, публицист, драматург, переводчик;Тургенев И.С. Полное собрание сочинений и писем : В 30 т. Письма. В 18 т.: Т. 3. Письма, 1855-1858. М.: Наука, 1987. 701, [1] с., [1] л. портр.;1987;письмо;односторонняя;M. Н. Толстой. (1). Конец июля — начало августа 1855.;;;;;
Тургенев, Иван Сергеевич; писатель, поэт, публицист, драматург, переводчик;Тургенев И.С. Полное собрание сочинений и писем : В 30 т. Письма. В 18 т.: Т. 3. Письма, 1855-1858. М.: Наука, 1987. 701, [1] с., [1] л. портр.;1987;письмо;односторонняя;С. Т. Аксакову. (1). 3 августа 1855.;;;;;
Тургенев, Иван Сергеевич; писатель, поэт, публицист, драматург, переводчик;Тургенев И.С. Полное собрание сочинений и писем : В 30 т. Письма. В 18 т.: Т. 3. Письма, 1855-1858. М.: Наука, 1987. 701, [1] с., [1] л. портр.;1987;письмо;односторонняя;В. П. Боткину. (1). 9 августа 1855.;;;;;
Тургенев, Иван Сергеевич; писатель, поэт, публицист, драматург, переводчик;Тургенев И.С. Полное собрание сочинений и писем : В 30 т. Письма. В 18 т.: Т. 3. Письма, 1855-1858. М.: Наука, 1987. 701, [1] с., [1] л. портр.;1987;письмо;односторонняя;Е. Я. Колбасину. (1). 9 августа 1855.;;;;;
Тургенев, Иван Сергеевич; писатель, поэт, публицист, драматург, переводчик;Тургенев И.С. Полное собрание сочинений и писем : В 30 т. Письма. В 18 т.: Т. 3. Письма, 1855-1858. М.: Наука, 1987. 701, [1] с., [1] л. портр.;1987;письмо;односторонняя;А. В. Дружинину. (1). 20 августа 1855.;;;;;
Тургенев, Иван Сергеевич; писатель, поэт, публицист, драматург, переводчик;Тургенев И.С. Полное собрание сочинений и писем : В 30 т. Письма. В 18 т.: Т. 3. Письма, 1855-1858. М.: Наука, 1987. 701, [1] с., [1] л. портр.;1987;письмо;односторонняя;О. А. Тургеневой. (1). 22 августа 1855.;;;;;
Тургенев, Иван Сергеевич; писатель, поэт, публицист, драматург, переводчик;Тургенев И.С. Полное собрание сочинений и писем : В 30 т. Письма. В 18 т.: Т. 3. Письма, 1855-1858. М.: Наука, 1987. 701, [1] с., [1] л. портр.;1987;письмо;односторонняя;Н. А. Некрасову. (1). 2 сентября 1855.;;;;;
Тургенев, Иван Сергеевич; писатель, поэт, публицист, драматург, переводчик;Тургенев И.С. Полное собрание сочинений и писем : В 30 т. Письма. В 18 т.: Т. 3. Письма, 1855-1858. М.: Наука, 1987. 701, [1] с., [1] л. портр.;1987;письмо;односторонняя;С. Т. Аксакову. (1). 5 сентября 1855.;;;;;
Тургенев, Иван Сергеевич; писатель, поэт, публицист, драматург, переводчик;Тургенев И.С. Полное собрание сочинений и писем : В 30 т. Письма. В 18 т.: Т. 3. Письма, 1855-1858. М.: Наука, 1987. 701, [1] с., [1] л. портр.;1987;письмо;односторонняя;И. И. Панаеву. (1). 9 сентября 1855.;;;;;
