"source";"fam";"io";"io_short";"fam_single";"fam_orig";"fio_full";"fio_short";"wikidata_id";"wikidata_url"
"Лебедев, И. А.";"Лебедев";"И. А.";"И. А.";"Лебедев";"Лебедеву";"";"Лебедев, И. А.";"Q4255677";"https://www.wikidata.org/wiki/Q4255677"
"Пиотровский, И. А.";"Пиотровский";"Игнатий Антонович";"И. А.";"Пиотровский";"Пиотровскому";"Пиотровский, Игнатий Антонович";"Пиотровский, И. А.";"";""
"Зыков, И. Г.";"Зыков";"И. Г.";"И. Г.";"Зыков";"Зыкову";"";"Зыков, И. Г.";"";""
"Бабст, И. К.";"Бабст";"И. К.";"И. К.";"Бабст";"Бабсту";"";"Бабст, И. К.";"Q4074504";"https://www.wikidata.org/wiki/Q4074504"
"Трубецкой, И. С.";"Трубецкой";"И. С.";"И. С.";"Трубецкой";"Трубецкому";"";"Трубецкой, И. С.";"Q2390351";"https://www.wikidata.org/wiki/Q2390351"
"Лисенков, И. Т.";"Лисенков";"И. Т.";"И. Т.";"Лисенков";"Лисенкову";"";"Лисенков, И. Т.";"";""
"Некрасов, К. А.";"Некрасов";"Константин Алексеевич";"К. А.";"Некрасов";"Некрасову";"Некрасов, Константин Алексеевич";"Некрасов, К. А.";"Q208003";"https://www.wikidata.org/wiki/Q208003"
"Солдатенков, К. Т.";"Солдатенков";"К. Т.";"К. Т.";"Солдатенков";"Солдатенкову";"";"Солдатенков, К. Т.";"Q4427672";"https://www.wikidata.org/wiki/Q4427672"
"Л. Н.Толстой";"Л. Н.Толстой";"";"";"Л. Н.Толстой";"Л. Н.Толстому";"";"Л. Н.Толстой";"";""
"Веневитинов, М. А.";"Веневитинов";"М. А.";"М. А.";"Веневитинов";"Веневитинову";"";"Веневитинов, М. А.";"";""
"Кублицкий, М. Е.";"Кублицкий";"М. Е.";"М. Е.";"Кублицкий";"Кублицкому";"";"Кублицкий, М. Е.";"";""
"Писарев, М. И.";"Писарев";"Модест Иванович";"М. И.";"Писарев";"Писареву";"Писарев, Модест Иванович";"Писарев, М. И.";"Q16686376";"https://www.wikidata.org/wiki/Q16686376"
"Михайлов, М. Л.";"Михайлов";"Михаил Ларионович (Илларионович)";"М. Л.";"Михайлов";"Михайлову";"Михайлов, Михаил Ларионович (Илларионович)";"Михайлов, М. Л.";"";""
"Огарева, М. Л.";"Огарева";"М. Л.";"М. Л.";"Огарева";"Огаревой";"";"Огарева, М. Л.";"";""
"Каханов, М. С.";"Каханов";"М. С.";"М. С.";"Каханов";"Каханову";"";"Каханов, М. С.";"Q4217757";"https://www.wikidata.org/wiki/Q4217757"
"М.Н. Лонгинов";"М.Н. Лонгинов";"";"";"М.Н. Лонгинов";"М.Н. Лонгинову";"";"М.Н. Лонгинов";"";""
"Ратынский, Н. А.";"Ратынский";"Н. А.";"Н. А.";"Ратынский";"Ратынскому";"";"Ратынский, Н. А.";"";""
"Берг, Н. В.";"Берг";"Николай Васильевич";"Н. В.";"Берг";"Бергу";"Берг, Николай Васильевич";"Берг, Н. В.";"Q1964476";"https://www.wikidata.org/wiki/Q1964476"
"Холшевников, Н. В.";"Холшевников";"Н. В.";"Н. В.";"Холшевников";"Холшевникову";"";"Холшевников, Н. В.";"";""
"Помяловский, Н. Г.";"Помяловский";"Николай Герасимович";"Н. Г.";"Помяловский";"Помяловскому";"Помяловский, Николай Герасимович";"Помяловский, Н. Г.";"Q2707548";"https://www.wikidata.org/wiki/Q2707548"
"Н. Н.Тютчев";"Н. Н.Тютчев";"";"";"Н. Н.Тютчев";"Н. Н.Тютчеву";"";"Н. Н.Тютчев";"";""
"Макаров, Н. П.";"Макаров";"Н. П.";"Н. П.";"Макаров";"Макарову";"";"Макаров, Н. П.";"";""
"Некрасова, Н. П.";"Некрасова";"Н. П.";"Н. П.";"Некрасова";"Некрасовой";"";"Некрасова, Н. П.";"";""
"Трушковский, Н. П.";"Трушковский";"Н. П.";"Н. П.";"Трушковский";"Трушковскому";"";"Трушковский, Н. П.";"";""
"Долгоруков, П. В.";"Долгоруков";"Пётр Владимирович";"П. В.";"Долгоруков";"Долгорукову";"Долгоруков, Пётр Владимирович";"Долгоруков, П. В.";"Q4164729";"https://www.wikidata.org/wiki/Q4164729"
"Якушкин, П. И.";"Якушкин";"Павел Иванович";"П. И.";"Якушкин";"Якушкину";"Якушкин, Павел Иванович";"Якушкин, П. И.";"Q4537340";"https://www.wikidata.org/wiki/Q4537340"
"Ковалевский, П. М.";"Ковалевский";"Павел Михайлович";"П. М.";"Ковалевский";"Ковалевскому";"Ковалевский, Павел Михайлович";"Ковалевский, П. М.";"Q19152786";"https://www.wikidata.org/wiki/Q19152786"
"Юшенов, П. Н.";"Юшенов";"П. Н.";"П. Н.";"Юшенов";"Юшенову";"";"Юшенов, П. Н.";"";""
"Рейнац";"Рейнац";"";"";"Рейнац";"Рейнацу";"";"Рейнац";"";""
"Боткин, С. П.";"Боткин";"С. П.";"С. П.";"Боткин";"Боткину";"";"Боткин, С. П.";"Q26003";"https://www.wikidata.org/wiki/Q26003"
"Грановский, Т. Н.";"Грановский";"Тимофей Николаевич";"Т. Н.";"Грановский";"Грановскому";"Грановский, Тимофей Николаевич";"Грановский, Т. Н.";"Q555693";"https://www.wikidata.org/wiki/Q555693"
"Некрасов, Ф. А.";"Некрасов";"Ф. А.";"Ф. А.";"Некрасов";"Некрасову";"";"Некрасов, Ф. А.";"";""
"Некрасовы, Н. П.";"Некрасовы";"Н. П.";"Н. П.";"Некрасов";"Некрасовым";"";"Некрасов, Н. П.";"";""
"Решетников, Ф. М.";"Решетников";"Ф. М.";"Ф. М.";"Решетников";"Решетникову";"";"Решетников, Ф. М.";"Q2528539";"https://www.wikidata.org/wiki/Q2528539"
"Цветаев, Ф. Ф.";"Цветаев";"Ф. Ф.";"Ф. Ф.";"Цветаев";"Цветаеву";"";"Цветаев, Ф. Ф.";"";""
"Шассен, Ш.";"Шассен";"Ш.";"Ш.";"Шассен";"Шассену";"";"Шассен, Ш.";"";""
"Шассен, Ш.-Л.";"Шассен";"Ш.-Л.";"Ш.-Л.";"Шассен";"Шассену";"";"Шассен, Ш.-Л.";"";""
"Сердечный, Я. А.";"Сердечный";"Я. А.";"Я. А.";"Сердечный";"Сердечному";"";"Сердечный, Я. А.";"";""
"Нектарий";"Нектарий";"";"";"Нектарий";"Нектарий";"Нектарий";"Нектарий, ";"Q4316701";"https://www.wikidata.org/wiki/Q4316701"
"Немирович-Данченко, Владимир Иванович";"Немирович-Данченко";"Владимир Иванович";"В. И.";"Немирович-Данченко";"Немирович-Данченко";"Немирович-Данченко, Владимир Иванович";"Немирович-Данченко, В. И.";"";""
"Кугель, А. Р.";"Кугель";"А. Р.";"А. Р.";"Кугель";"Кугелю";"";"Кугель, А. Р.";"";""
"ред. «Вестника литературы»";"ред. «Вестника литературы»";"";"";"ред. «Вестника литературы»";"ред. «Вестника литературы»";"";"ред. «Вестника литературы»";"";""
"ред. «Курьера»";"ред. «Курьера»";"";"";"ред. «Курьера»";"ред. «Курьера»";"";"ред. «Курьера»";"";""
"ред. «Нашей жизни»";"ред. «Нашей жизни»";"";"";"ред. «Нашей жизни»";"ред. «Нашей жизни»";"";"ред. «Нашей жизни»";"";""
"ред. «Руси»";"ред. «Руси»";"";"";"ред. «Руси»";"ред. «Руси»";"";"ред. «Руси»";"";""
"Неустановленное лицо";"Неустановленное лицо";"";"";"Неустановленное лицо";"Неустановленное лицо";"Неустановленное лицо";"Неустановленное лицо, ";"";""
"Неустановленные лица";"Неустановленные лица";"";"";"Неустановленные лица";"Неустановленные лица";"Неустановленные лица";"Неустановленные лица, ";"";""
"Нефёдов, Филипп Диомидович";"Нефёдов";"Филипп Диомидович";"Ф. Д.";"Нефёдов";"Нефёдов";"Нефёдов, Филипп Диомидович";"Нефёдов, Ф. Д.";"Q4318175";"https://www.wikidata.org/wiki/Q4318175"
"Нефтель, Василий Фёдорович";"Нефтель";"Василий Фёдорович";"В. Ф.";"Нефтель";"Нефтель";"Нефтель, Василий Фёдорович";"Нефтель, В. Ф.";"";""
"Никитенко, Александр Васильевич";"Никитенко";"Александр Васильевич";"А. В.";"Никитенко";"Никитенко";"Никитенко, Александр Васильевич";"Никитенко, А. В.";"Q1995744";"https://www.wikidata.org/wiki/Q1995744"
"Никитин, Иван Саввич";"Никитин";"Иван Саввич";"И. С.";"Никитин";"Никитин";"Никитин, Иван Саввич";"Никитин, И. С.";"Q1392686";"https://www.wikidata.org/wiki/Q1392686"
"Николадзе, Николай Яковлевич";"Николадзе";"Николай Яковлевич";"Н. Я.";"Николадзе";"Николадзе";"Николадзе, Николай Яковлевич";"Николадзе, Н. Я.";"Q3651051";"https://www.wikidata.org/wiki/Q3651051"
"Николаевский, А. Я.";"Николаевский";"А. Я.";"А. Я.";"Николаевский";"Николаевский";"Николаевский, А. Я.";"Николаевский, А. Я.";"";""
"Никольский, А. А. ";"Никольский";"А. А.";"А. А.";"Никольский";"Никольский";"Никольский, А. А. ";"Никольский, А. А.";"Q28359214";"https://www.wikidata.org/wiki/Q28359214"
"Новоструев Н. И.";"Новоструев Н. И.";"";"";"Новоструев Н. И.";"Новоструев Н. И.";"Новоструев Н. И.";"Новоструев Н. И., ";"";""
"Нордман-Северова, Наталья Борисовна";"Нордман-Северова";"Наталья Борисовна";"Н. Б.";"Нордман-Северова";"Нордман-Северова";"Нордман-Северова, Наталья Борисовна";"Нордман-Северова, Н. Б.";"Q1966129";"https://www.wikidata.org/wiki/Q1966129"
"Норов, Авраам Сергеевич";"Норов";"Авраам Сергеевич";"А. С.";"Норов";"Норов";"Норов, Авраам Сергеевич";"Норов, А. С.";"Q2874497";"https://www.wikidata.org/wiki/Q2874497"
"Оболенский, Леонид Николаевич";"Оболенский";"Леонид Николаевич";"Л. Н.";"Оболенский";"Оболенский";"Оболенский, Леонид Николаевич";"Оболенский, Л. Н.";"";""
"Обольянинов, Александр Николаевич";"Обольянинов";"Александр Николаевич";"А. Н.";"Обольянинов";"Обольянинов";"Обольянинов, Александр Николаевич";"Обольянинов, А. Н.";"";""
"Обольянинов, Лев Николаевич";"Обольянинов";"Лев Николаевич";"Л. Н.";"Обольянинов";"Обольянинов";"Обольянинов, Лев Николаевич";"Обольянинов, Л. Н.";"";""
"Обручев, Владимир Александрович";"Обручев";"Владимир Александрович";"В. А.";"Обручев";"Обручев";"Обручев, Владимир Александрович";"Обручев, В. А.";"Q18084465";"https://www.wikidata.org/wiki/Q18084465"
"Обручев, Николай Николаевич";"Обручев";"Николай Николаевич";"Н. Н.";"Обручев";"Обручев";"Обручев, Николай Николаевич";"Обручев, Н. Н.";"Q2492524";"https://www.wikidata.org/wiki/Q2492524"
"Огарёв, Николай Платонович";"Огарёв";"Николай Платонович";"Н. П.";"Огарёв";"Огарёв";"Огарёв, Николай Платонович";"Огарёв, Н. П.";"Q374362";"https://www.wikidata.org/wiki/Q374362"
"Герцен, А. А.";"Герцен";"Александр Александрович";"А. А.";"Герцен";"Герцену";"Герцен, Александр Александрович";"Герцен, А. А.";"Q2833388";"https://www.wikidata.org/wiki/Q2833388"
"Серно-Соловьевич, А. А.";"Серно-Соловьевич";"Александр Александрович";"А. А.";"Серно-Соловьевич";"Серно-Соловьевичу";"Серно-Соловьевич, Александр Александрович";"Серно-Соловьевич, А. А.";"Q3609490";"https://www.wikidata.org/wiki/Q3609490"
"Черкесов, А. А.";"Черкесов";"Александр Александрович";"А. А.";"Черкесов";"Черкесову";"Черкесов, Александр Александрович";"Черкесов, А. А.";"";""
"Слепцов, А.";"Слепцов";"А.";"А.";"Слепцов";"Слепцову";"";"Слепцов, А.";"Q2376240";"https://www.wikidata.org/wiki/Q2376240"
"Бакст, В. И.";"Бакст";"В. И.";"В. И.";"Бакст";"Баксту";"";"Бакст, В. И.";"";""
"другие организаторы Гейдельбергской читальни";"другие организаторы Гейдельбергской читальни";"";"";"другие организаторы Гейдельбергской читальни";"другим организаторам Гейдельбергской читальни";"";"другие организаторы Гейдельбергской читальни";"";""
"Кашперов, В. Н.";"Кашперов";"Владимир Никитич";"В. Н.";"Кашперов";"Кашперову";"Кашперов, Владимир Никитич";"Кашперов, В. Н.";"Q2587328";"https://www.wikidata.org/wiki/Q2587328"
"Печерин, В. С.";"Печерин";"Владимир Сергеевич";"В. С.";"Печерин";"Печерину";"Печерин, Владимир Сергеевич";"Печерин, В. С.";"Q943902";"https://www.wikidata.org/wiki/Q943902"
"Дж. Стюарт Милль";"Дж. Стюарт Милль";"";"";"Дж. Стюарт Милль";"Дж. Стюарту Миллю";"";"Дж. Стюарт Милль";"";""
"Джузеппе Маццини";"Джузеппе Маццини";"";"";"Джузеппе Маццини";"Джузеппе Маццини";"";"Джузеппе Маццини";"Q187336";"https://www.wikidata.org/wiki/Q187336"
"Салиас, Е. В.";"Салиас";"Е. В.";"Е. В.";"Салиас";"Салиас";"";"Салиас, Е. В.";"";""
"Сухово-Кобылина, Е. В.";"Сухово-Кобылина";"Е. В.";"Е. В.";"Сухово-Кобылина";"Сухово-Кобылиной";"";"Сухово-Кобылина, Е. В.";"";""
"изд. «Daily News»";"изд. «Daily News»";"";"";"изд. «Daily News»";"изд. «Daily News»";"";"изд. «Daily News»";"";""
"изд. газ. «Daily News»";"изд. газ. «Daily News»";"";"";"изд. газ. «Daily News»";"изд. газ. «Daily News»";"";"изд. газ. «Daily News»";"";""
"Мейзенбуг, М.";"Мейзенбуг";"М.";"М.";"Мейзенбуг";"Мейзенбуг";"";"Мейзенбуг, М.";"";""
"Милютин, Н. А.";"Милютин";"Н. А.";"Н. А.";"Милютин";"Милютину";"";"Милютин, Н. А.";"Q1366633";"https://www.wikidata.org/wiki/Q1366633"
"Тучкова-Огарева, Н. А.";"Тучкова-Огарева";"Н. А.";"Н. А.";"Тучкова-Огарева";"Тучковой-Огаревой";"";"Тучкова-Огарева, Н. А.";"";""
"Альбертини, Н. В.";"Альбертини";"Н. В.";"Н. В.";"Альбертини";"Альбертини";"";"Альбертини, Н. В.";"";""
"Астраков, Н. И.";"Астраков";"Н. И.";"Н. И.";"Астраков";"Астракову";"";"Астраков, Н. И.";"";""
"Ольга Герцен";"Ольга Герцен";"";"";"Ольга Герцен";"Ольге Герцен";"";"Ольга Герцен";"";""
"Павел Прусский";"Павел Прусский";"";"";"Павел Прусский";"Павлу Прусскому";"";"Павел Прусский";"Q4341228";"https://www.wikidata.org/wiki/Q4341228"
"Цехановский, Р.";"Цехановский";"Р.";"Р.";"Цехановский";"Цехановскому";"";"Цехановский, Р.";"";""
"ред. «Suisse radicale»";"ред. «Suisse radicale»";"";"";"ред. «Suisse radicale»";"ред. «Suisse radicale»";"";"ред. «Suisse radicale»";"";""
"ред. «Thе Morning Star»";"ред. «Thе Morning Star»";"";"";"ред. «Thе Morning Star»";"ред. «Thе Morning Star»";"";"ред. «Thе Morning Star»";"";""
"ред. газ. «Gioventu»";"ред. газ. «Gioventu»";"";"";"ред. газ. «Gioventu»";"ред. газ. «Gioventu»";"";"ред. газ. «Gioventu»";"";""
"Пассек, Т. П.";"Пассек";"Т. П.";"Т. П.";"Пассек";"Пассек";"";"Пассек, Т. П.";"Q4346625";"https://www.wikidata.org/wiki/Q4346625"
"Эмиль Квантен";"Эмиль Квантен";"";"";"Эмиль Квантен";"Эмилю Квантену";"";"Эмиль Квантен";"Q1960285";"https://www.wikidata.org/wiki/Q1960285"
"Одоевский, Александр Иванович";"Одоевский";"Александр Иванович";"А. И.";"Одоевский";"Одоевский";"Одоевский, Александр Иванович";"Одоевский, А. И.";"Q952777";"https://www.wikidata.org/wiki/Q952777"
"Якушкин, И. Д.";"Якушкин";"И. Д.";"И. Д.";"Якушкин";"Якушкину";"";"Якушкин, И. Д.";"";""
"Одоевский, Владимир Фёдорович";"Одоевский";"Владимир Фёдорович";"В. Ф.";"Одоевский";"Одоевский";"Одоевский, Владимир Фёдорович";"Одоевский, В. Ф.";"Q468067";"https://www.wikidata.org/wiki/Q468067"
"Рубинштейн, А. Г.";"Рубинштейн";"Антон Григорьевич";"А. Г.";"Рубинштейн";"Рубинштейну";"Рубинштейн, Антон Григорьевич";"Рубинштейн, А. Г.";"Q87567";"https://www.wikidata.org/wiki/Q87567"
"Серов, А. Н.";"Серов";"Александр Николаевич";"А. Н.";"Серов";"Серову";"Серов, Александр Николаевич";"Серов, А. Н.";"Q442978";"https://www.wikidata.org/wiki/Q442978"
"Ишимова, А. О.";"Ишимова";"Александра Осиповна";"А. О.";"Ишимова";"Ишимовой";"Ишимова, Александра Осиповна";"Ишимова, А. О.";"Q4205606";"https://www.wikidata.org/wiki/Q4205606"
"Даргомыжский, А. С.";"Даргомыжский";"А. С.";"А. С.";"Даргомыжский";"Даргомыжскому";"";"Даргомыжский, А. С.";"Q311384";"https://www.wikidata.org/wiki/Q311384"
"Львов, А. Ф.";"Львов";"Алексей Фёдорович";"А. Ф.";"Львов";"Львову";"Львов, Алексей Фёдорович";"Львов, А. Ф.";"Q241252";"https://www.wikidata.org/wiki/Q241252"
"Глинка-Маврин, Б. Г.";"Глинка-Маврин";"Б. Г.";"Б. Г.";"Глинка-Маврин";"Глинке-Маврину";"";"Глинка-Маврин, Б. Г.";"";""
"в Опеку, учрежденную над детьми и имуществом покойного А. С. Пушкина";"в Опеку, учрежденную над детьми и имуществом покойного А. С. Пушкина";"";"";"в Опеку, учрежденную над детьми и имуществом покойного А. С. Пушкина";"в Опеку, учрежденную над детьми и имуществом покойного А. С. Пушкина";"";"в Опеку, учрежденную над детьми и имуществом покойного А. С. Пушкина";"";""
"Серова, В. С.";"Серова";"В. С.";"В. С.";"Серова";"Серовой";"";"Серова, В. С.";"";""
"дирекция «Русского музыкального общества»";"дирекция «Русского музыкального общества»";"";"";"дирекция «Русского музыкального общества»";"дирекции «Русского музыкального общества»";"";"дирекция «Русского музыкального общества»";"";""
"Елена Павловна";"Елена Павловна";"";"";"Елена Павловна";"Елене Павловне";"";"Елена Павловна";"Q4388771";"https://www.wikidata.org/wiki/Q4388771"
"Канцелярия изд. «Московского вестника»";"Канцелярия изд. «Московского вестника»";"";"";"Канцелярия изд. «Московского вестника»";"Канцелярии изд. «Московского вестника»";"";"Канцелярия изд. «Московского вестника»";"";""
"Константин";"Константин";"";"";"Константин";"Константину";"";"Константин";"Q19177026";"https://www.wikidata.org/wiki/Q19177026"
"Волков, М. С.";"Волков";"М. С.";"М. С.";"Волков";"Волкову";"";"Волков, М. С.";"";""
"Н. М. Карамзин/П. А. Плетнев/В. И. Даль";"Н. М. Карамзин/П. А. Плетнев/В. И. Даль";"";"";"Н. М. Карамзин/П. А. Плетнев/В. И. Даль";"Н. М. Карамзину/П. А. Плетневу/В. И. Далю";"";"Н. М. Карамзин/П. А. Плетнев/В. И. Даль";"";""
"Пановский, Н. М.";"Пановский";"Н. М.";"Н. М.";"Пановский";"Пановскому";"";"Пановский, Н. М.";"";""
"Неизвестному.";"Неизвестному.";"";"";"Неизвестному.";"Неизвестному.";"";"Неизвестному.";"";""
"Бессонов, П. А.";"Бессонов";"Пётр Алексеевич";"П. А.";"Бессонов";"Бессонову";"Бессонов, Пётр Алексеевич";"Бессонов, П. А.";"Q1376699";"https://www.wikidata.org/wiki/Q1376699"
"Юргенсон, П. И.";"Юргенсон";"П. И.";"П. И.";"Юргенсон";"Юргенсону";"";"Юргенсон, П. И.";"Q4534789";"https://www.wikidata.org/wiki/Q4534789"
"ред. «Литературной газеты»";"ред. «Литературной газеты»";"";"";"ред. «Литературной газеты»";"ред. «Литературной газеты»";"";"ред. «Литературной газеты»";"";""
"ред. «Московского вестника»";"ред. «Московского вестника»";"";"";"ред. «Московского вестника»";"ред. «Московского вестника»";"";"ред. «Московского вестника»";"";""
"Рачинский, С. А.";"Рачинский";"Сергей Александрович";"С. А.";"Рачинский";"Рачинскому";"Рачинский, Сергей Александрович";"Рачинский, С. А.";"Q4391279";"https://www.wikidata.org/wiki/Q4391279"
"Лапшин, С. И.";"Лапшин";"С. И.";"С. И.";"Лапшин";"Лапшину";"";"Лапшин, С. И.";"";""
"Лагруа, Э.";"Лагруа";"Э.";"Э.";"Лагруа";"Лагруа";"";"Лагруа, Э.";"";""
"Пеку, Э.";"Пеку";"Э.";"Э.";"Пеку";"Пеку";"";"Пеку, Э.";"";""
"Орёл-Ошмянпев, Я. О.";"Орёл-Ошмянпев";"Я. О.";"Я. О.";"Орёл-Ошмянпев";"Орлу-Ошмянпеву";"";"Орёл-Ошмянпев, Я. О.";"";""
"Ожешко, Элиза";"Ожешко";"Элиза";"Э.";"Ожешко";"Ожешко";"Ожешко, Элиза";"Ожешко, Э.";"Q240174";"https://www.wikidata.org/wiki/Q240174"
"Озеров, Владимир Михайлович";"Озеров";"Владимир Михайлович";"В. М.";"Озеров";"Озеров";"Озеров, Владимир Михайлович";"Озеров, В. М.";"";""
"Озеров, Владислав Александрович";"Озеров";"Владислав Александрович";"В. А.";"Озеров";"Озеров";"Озеров, Владислав Александрович";"Озеров, В. А.";"Q2026168";"https://www.wikidata.org/wiki/Q2026168"
"Шаховской, А. А.";"Шаховской";"Александр Александрович";"А. А.";"Шаховской";"Шаховскому";"Шаховской, Александр Александрович";"Шаховской, А. А.";"Q3740432";"https://www.wikidata.org/wiki/Q3740432"
"Иван Иванович";"Иван Иванович";"";"";"Иван Иванович";"Ивану Ивановичу";"";"Иван Иванович";"Q4093321";"https://www.wikidata.org/wiki/Q4093321"
"Голубцов, Ф. А.";"Голубцов";"Ф. А.";"Ф. А.";"Голубцов";"Голубцову";"";"Голубцов, Ф. А.";"Q3072686";"https://www.wikidata.org/wiki/Q3072686"
"Оленин, Алексей Николаевич";"Оленин";"Алексей Николаевич";"А. Н.";"Оленин";"Оленин";"Оленин, Алексей Николаевич";"Оленин, А. Н.";"Q4333578";"https://www.wikidata.org/wiki/Q4333578"
"Ордынский, Борис Иванович";"Ордынский";"Борис Иванович";"Б. И.";"Ордынский";"Ордынский";"Ордынский, Борис Иванович";"Ордынский, Б. И.";"Q15077002";"https://www.wikidata.org/wiki/Q15077002"
"Орлов, Михаил Фёдорович";"Орлов";"Михаил Фёдорович";"М. Ф.";"Орлов";"Орлов";"Орлов, Михаил Фёдорович";"Орлов, М. Ф.";"Q443194";"https://www.wikidata.org/wiki/Q443194"
"Осипова, Прасковья Александровна (Вульф. Вындомская)";"Осипова";"Прасковья Александровна (Вульф. Вындомская)";"П. А.";"Осипова";"Осипова";"Осипова, Прасковья Александровна (Вульф. Вындомская)";"Осипова, П. А.";"";""
"Островская, М.";"Островская";"М.";"М.";"Островская";"Островская";"Островская, М.";"Островская, М.";"";""
"Островский, Александр Николаевич";"Островский";"Александр Николаевич";"А. Н.";"Островский";"Островский";"Островский, Александр Николаевич";"Островский, А. Н.";"Q171976";"https://www.wikidata.org/wiki/Q171976"
"Киттары, М. Я.";"Киттары";"М. Я.";"М. Я.";"Киттара";"Киттары";"";"Киттара, М. Я.";"";""
"Колышкино, Н. И.";"Колышкино";"Н. И.";"Н. И.";"Колышкино";"Колышкину";"";"Колышкино, Н. И.";"";""
"Клириков, Н. Н.";"Клириков";"Н. Н.";"Н. Н.";"Клириков";"Клирикову";"";"Клириков, Н. Н.";"";""
"Лукин, П. Ф.";"Лукин";"П. Ф.";"П. Ф.";"Лукин";"Лукину";"";"Лукин, П. Ф.";"";""
"Шепелев";"Шепелев";"";"";"Шепелев";"Шепелеву";"";"Шепелев";"Q4522918";"https://www.wikidata.org/wiki/Q4522918"
"Островский, Михаил Николаевич";"Островский";"Михаил Николаевич";"М. Н.";"Островский";"Островский";"Островский, Михаил Николаевич";"Островский, М. Н.";"Q257349";"https://www.wikidata.org/wiki/Q257349"
"Островский, Н. Н.";"Островский";"Н. Н.";"Н. Н.";"Островский";"Островский";"Островский, Н. Н.";"Островский, Н. Н.";"Q171976";"https://www.wikidata.org/wiki/Q171976"
"Островский, Пётр Николаевич";"Островский";"Пётр Николаевич";"П. Н.";"Островский";"Островский";"Островский, Пётр Николаевич";"Островский, П. Н.";"";""
"Острогорская, В. И.";"Острогорская";"В. И.";"В. И.";"Острогорская";"Острогорская";"Острогорская, В. И.";"Острогорская, В. И.";"";""
"Острогорский, Виктор Петрович";"Острогорский";"Виктор Петрович";"В. П.";"Острогорский";"Острогорский";"Острогорский, Виктор Петрович";"Острогорский, В. П.";"Q4339094";"https://www.wikidata.org/wiki/Q4339094"
"Очкин, Амплий Николаевич";"Очкин";"Амплий Николаевич";"А. Н.";"Очкин";"Очкин";"Очкин, Амплий Николаевич";"Очкин, А. Н.";"Q29018281";"https://www.wikidata.org/wiki/Q29018281"
"Павлищев, Николай Иванович";"Павлищев";"Николай Иванович";"Н. И.";"Павлищев";"Павлищев";"Павлищев, Николай Иванович";"Павлищев, Н. И.";"Q4341440";"https://www.wikidata.org/wiki/Q4341440"
"Павлов, Иван Васильевич";"Павлов";"Иван Васильевич";"И. В.";"Павлов";"Павлов";"Павлов, Иван Васильевич";"Павлов, И. В.";"";""
"Павлов, Николай Филиппович";"Павлов";"Николай Филиппович";"Н. Ф.";"Павлов";"Павлов";"Павлов, Николай Филиппович";"Павлов, Н. Ф.";"Q4341539";"https://www.wikidata.org/wiki/Q4341539"
"Чичерин, Н. В.";"Чичерин";"Н. В.";"Н. В.";"Чичерин";"Чичерину";"";"Чичерин, Н. В.";"";""
"Шейн, П.";"Шейн";"П.";"П.";"Шейн";"Шейну";"";"Шейн, П.";"Q3920084";"https://www.wikidata.org/wiki/Q3920084"
"Павлова, Каролина Карловна";"Павлова";"Каролина Карловна";"К. К.";"Павлова";"Павлова";"Павлова, Каролина Карловна";"Павлова, К. К.";"Q446823";"https://www.wikidata.org/wiki/Q446823"
"Иванов, А.";"Иванов";"А.";"А.";"Иванов";"Иванову";"";"Иванов, А.";"Q4195939";"https://www.wikidata.org/wiki/Q4195939"
"Мицкевич, В.";"Мицкевич";"В.";"В.";"Мицкевич";"Мицкевичу";"";"Мицкевич, В.";"";""
"Павловский, И.";"Павловский";"И.";"И.";"Павловский";"Павловский";"Павловский, И.";"Павловский, И.";"Q4341760";"https://www.wikidata.org/wiki/Q4341760"
"Павловский, С.";"Павловский";"С.";"С.";"Павловский";"Павловский";"Павловский, С.";"Павловский, С.";"";""
"Пальм, Александр Иванович";"Пальм";"Александр Иванович";"А. И.";"Пальм";"Пальм";"Пальм, Александр Иванович";"Пальм, А. И.";"Q2833933";"https://www.wikidata.org/wiki/Q2833933"
"Пальм, Александр Иванович (Альминский, П.)";"Пальм";"Александр Иванович (Альминский";"А. И.";"Пальм";"Пальм";"Пальм, Александр Иванович (Альминский, П.)";"Пальм, А. И.";"Q2833933";"https://www.wikidata.org/wiki/Q2833933"
"Дуров, С. Ф.";"Дуров";"С. Ф.";"С. Ф.";"Дуров";"Дурову";"";"Дуров, С. Ф.";"Q3479720";"https://www.wikidata.org/wiki/Q3479720"
"Пальмин, Лиодор Иванович";"Пальмин";"Лиодор Иванович";"Л. И.";"Пальмин";"Пальмин";"Пальмин, Лиодор Иванович";"Пальмин, Л. И.";"Q4342828";"https://www.wikidata.org/wiki/Q4342828"
"Билибин, В. В.";"Билибин";"Виктор Викторович";"В. В.";"Билибин";"Билибину";"Билибин, Виктор Викторович";"Билибин, В. В.";"Q4086689";"https://www.wikidata.org/wiki/Q4086689"
"Ивин, И. С.";"Ивин";"И. С.";"И. С.";"Ивин";"Ивину";"";"Ивин, И. С.";"";""
"Пастухов, Н. И.";"Пастухов";"Н. И.";"Н. И.";"Пастухов";"Пастухову";"";"Пастухов, Н. И.";"";""
"Панаев, Владимир Иванович";"Панаев";"Владимир Иванович";"В. И.";"Панаев";"Панаев";"Панаев, Владимир Иванович";"Панаев, В. И.";"Q4343827";"https://www.wikidata.org/wiki/Q4343827"
