"source";"fam";"io";"io_short";"fam_single";"fam_orig";"fio_full";"fio_short";"wikidata_id";"wikidata_url"
"Балабина, М. П.";"Балабина";"М. П.";"М. П.";"Балабина";"Балабиной";"";"Балабина, М. П.";"";""
"Вьельгорский, М. Ю.";"Вьельгорский";"М. Ю.";"М. Ю.";"Вьельгорский";"Вьельгорскому";"";"Вьельгорский, М. Ю.";"";""
"Белозерский, Н. Д.";"Белозерский";"Н. Д.";"Н. Д.";"Белозерский";"Белозерскому";"";"Белозерский, Н. Д.";"";""
"Смирнов, Н. М.";"Смирнов";"Николай Михайлович";"Н. М.";"Смирнов";"Смирнову";"Смирнов, Николай Михайлович";"Смирнов, Н. М.";"Q16514988";"https://www.wikidata.org/wiki/Q16514988"
"Шереметева, Н. Н.";"Шереметева";"Н. Н.";"Н. Н.";"Шереметева";"Шереметевой";"";"Шереметева, Н. Н.";"";""
"Павлов, Н. Ф.";"Павлов";"Николай Филиппович";"Н. Ф.";"Павлов";"Павлову";"Павлов, Николай Филиппович";"Павлов, Н. Ф.";"Q4341539";"https://www.wikidata.org/wiki/Q4341539"
"Шереметева, Н. Ч.";"Шереметева";"Н. Ч.";"Н. Ч.";"Шереметева";"Шереметевой";"";"Шереметева, Н. Ч.";"";""
"Прокопович, Н. Я.";"Прокопович";"Н. Я.";"Н. Я.";"Прокопович";"Прокоповичу";"";"Прокопович, Н. Я.";"";""
"Пропокович, Н. Я.";"Пропокович";"Н. Я.";"Н. Я.";"Пропокович";"Пропоковичу";"";"Пропокович, Н. Я.";"";""
"Неустановленный лицо";"Неустановленный лицо";"";"";"Неустановленный лицо";"Неустановленному лицу";"";"Неустановленный лицо";"";""
"П. А Плетнёв";"П. А Плетнёв";"";"";"П. А Плетнёв";"П. А Плетневу";"";"П. А Плетнёв";"Q2993843";"https://www.wikidata.org/wiki/Q2993843"
"Григоров, П. А.";"Григоров";"П. А.";"П. А.";"Григоров";"Григорову";"";"Григоров, П. А.";"";""
"Раевская, П. И.";"Раевская";"П. И.";"П. И.";"Раевская";"Раевской";"";"Раевская, П. И.";"";""
"Плетнёв, П. Л.";"Плетнёв";"П. Л.";"П. Л.";"Плетнёв";"Плетневу";"";"Плетнёв, П. Л.";"";""
"Языков, П. М.";"Языков";"П. М.";"П. М.";"Языков";"Языкову";"";"Языков, П. М.";"";""
"Демидов, П. Н.";"Демидов";"П. Н.";"П. Н.";"Демидов";"Демидову";"";"Демидов, П. Н.";"";""
"Минстер, П. Ф.";"Минстер";"П. Ф.";"П. Ф.";"Минстер";"Минстер";"";"Минстер, П. Ф.";"";""
"Убри, П. Я.";"Убри";"П. Я.";"П. Я.";"Убри";"Убри";"";"Убри, П. Я.";"";""
"Косяровский, Павлу П.";"Косяровский";"Павлу П.";"Павлу П.";"Косяровский";"Косяровскому";"";"Косяровский, Павлу П.";"";""
"Косяровский, Петру П.";"Косяровский";"Петру П.";"Петру П.";"Косяровский";"Косяровскому";"";"Косяровский, Петру П.";"";""
"Скалой, С. В.";"Скалой";"С. В.";"С. В.";"Скалой";"Скалой";"";"Скалой, С. В.";"";""
"Соллогуб, С. И.";"Соллогуб";"С. И.";"С. И.";"Соллогуб";"Соллогуб";"";"Соллогуб, С. И.";"Q15147181";"https://www.wikidata.org/wiki/Q15147181"
"Молчанова, С. Н.";"Молчанова";"С. Н.";"С. Н.";"Молчанова";"Молчановой";"";"Молчанова, С. Н.";"";""
"Апраксина, С. П.";"Апраксина";"С. П.";"С. П.";"Апраксина";"Апраксиной";"";"Апраксина, С. П.";"";""
"Гоголь-Яновская, Т. С.";"Гоголь-Яновская";"Т. С.";"Т. С.";"Гоголь-Яновская";"Гоголь-Яновской";"";"Гоголь-Яновская, Т. С.";"";""
"Серединской, Т. Ф.";"Серединской";"Т. Ф.";"Т. Ф.";"Серединской";"Серединскому";"";"Серединской, Т. Ф.";"";""
"Моллер, Ф. А.";"Моллер";"Ф. А.";"Ф. А.";"Моллер";"Моллеру";"";"Моллер, Ф. А.";"";""
"Чижов, Ф. В.";"Чижов";"Фёдор Васильевич";"Ф. В.";"Чижов";"Чижову";"Чижов, Фёдор Васильевич";"Чижов, Ф. В.";"Q4515770";"https://www.wikidata.org/wiki/Q4515770"
"Халчинский, Ф. Л.";"Халчинский";"Ф. Л.";"Ф. Л.";"Халчинский";"Халчинскому";"";"Халчинский, Ф. Л.";"";""
"Беляев, Ф. Н.";"Беляев";"Ф. Н.";"Ф. Н.";"Беляев";"Беляеву";"";"Беляев, Ф. Н.";"";""
"Вигель, Ф. Ф.";"Вигель";"Филипп Филиппович";"Ф. Ф.";"Вигель";"Вигелю";"Вигель, Филипп Филиппович";"Вигель, Ф. Ф.";"Q3740606";"https://www.wikidata.org/wiki/Q3740606"
"Голеевская, Наталья Сергеевна";"Голеевская";"Наталья Сергеевна";"Н. С.";"Голеевская";"Голеевская";"Голеевская, Наталья Сергеевна";"Голеевская, Н. С.";"";""
"Голенищев-Кутузов, Арсений Аркадьевич";"Голенищев-Кутузов";"Арсений Аркадьевич";"А. А.";"Голенищев-Кутузов";"Голенищев-Кутузов";"Голенищев-Кутузов, Арсений Аркадьевич";"Голенищев-Кутузов, А. А.";"Q4141439";"https://www.wikidata.org/wiki/Q4141439"
"Достоевская, А. Г.";"Достоевская";"А. Г.";"А. Г.";"Достоевская";"Достоевской";"";"Достоевская, А. Г.";"Q872246";"https://www.wikidata.org/wiki/Q872246"
"Мусоргский, М. П.";"Мусоргский";"Модест Петрович";"М. П.";"Мусоргский";"Мусоргскому";"Мусоргский, Модест Петрович";"Мусоргский, М. П.";"Q132682";"https://www.wikidata.org/wiki/Q132682"
"Голицина, В. А.";"Голицина";"В. А.";"В. А.";"Голицина";"Голицина";"Голицина, В. А.";"Голицина, В. А.";"";""
"Голицын, Владимир Сергеевич";"Голицын";"Владимир Сергеевич";"В. С.";"Голицын";"Голицын";"Голицын, Владимир Сергеевич";"Голицын, В. С.";"Q4141563";"https://www.wikidata.org/wiki/Q4141563"
"Голицына, В. А.";"Голицына";"В. А.";"В. А.";"Голицына";"Голицына";"Голицына, В. А.";"Голицына, В. А.";"";""
"Головацкий, Яков Фёдорович";"Головацкий";"Яков Фёдорович";"Я. Ф.";"Головацкий";"Головацкий";"Головацкий, Яков Фёдорович";"Головацкий, Я. Ф.";"Q909001";"https://www.wikidata.org/wiki/Q909001"
"Головачёв Александр Адрианович";"Головачёв Александр Адрианович";"";"";"Головачёв Александр Адрианович";"Головачёв Александр Адрианович";"Головачёв Александр Адрианович";"Головачёв Александр Адрианович, ";"";""
"Головачёв, Аполлон Филиппович";"Головачёв";"Аполлон Филиппович";"А. Ф.";"Головачёв";"Головачёв";"Головачёв, Аполлон Филиппович";"Головачёв, А. Ф.";"Q4141768";"https://www.wikidata.org/wiki/Q4141768"
"Голубова, К.";"Голубова";"К.";"К.";"Голубова";"Голубова";"Голубова, К.";"Голубова, К.";"";""
"Гольцев, Виктор Александрович";"Гольцев";"Виктор Александрович";"В. А.";"Гольцев";"Гольцев";"Гольцев, Виктор Александрович";"Гольцев, В. А.";"Q4142814";"https://www.wikidata.org/wiki/Q4142814"
"Эртели, А. И.";"Эртели";"А. И.";"А. И.";"Эртели";"Эртелям";"";"Эртели, А. И.";"";""
"Эртели, М. В.";"Эртели";"М. В.";"М. В.";"Эртели";"Эртелям";"";"Эртели, М. В.";"";""
"Короленко, В. Г.";"Короленко";"Владимир Галактионович";"В. Г.";"Короленко";"Короленко";"Короленко, Владимир Галактионович";"Короленко, В. Г.";"Q335064";"https://www.wikidata.org/wiki/Q335064"
"Ладыженский, В.";"Ладыженский";"В.";"В.";"Ладыженский";"Ладыженскому";"";"Ладыженский, В.";"Q4252674";"https://www.wikidata.org/wiki/Q4252674"
"ред. «Вперед»";"ред. «Вперед»";"";"";"ред. «Вперед»";"ред. «Вперед»";"";"ред. «Вперед»";"";""
"Гольц-Миллер, Иван Иванович";"Гольц-Миллер";"Иван Иванович";"И. И.";"Гольц-Миллер";"Гольц-Миллер";"Гольц-Миллер, Иван Иванович";"Гольц-Миллер, И. И.";"Q15720267";"https://www.wikidata.org/wiki/Q15720267"
"Гонзяков, А. Ф.";"Гонзяков";"А. Ф.";"А. Ф.";"Гонзяков";"Гонзяков";"Гонзяков, А. Ф.";"Гонзяков, А. Ф.";"";""
"Гончаренко, Агапий";"Гончаренко";"Агапий";"А.";"Гончаренко";"Гончаренко";"Гончаренко, Агапий";"Гончаренко, А.";"Q4691260";"https://www.wikidata.org/wiki/Q4691260"
"Гончаров, Афанасий Николаевич";"Гончаров";"Афанасий Николаевич";"А. Н.";"Гончаров";"Гончаров";"Гончаров, Афанасий Николаевич";"Гончаров, А. Н.";"Q26921517";"https://www.wikidata.org/wiki/Q26921517"
"Гончаров, Иван Александрович";"Гончаров";"Иван Александрович";"И. А.";"Гончаров";"Гончаров";"Гончаров, Иван Александрович";"Гончаров, И. А.";"Q189665";"https://www.wikidata.org/wiki/Q189665"
"Журавлёв, А. А.";"Журавлёв";"А. А.";"А. А.";"Журавлёв";"Журавлеву";"";"Журавлёв, А. А.";"Q4181759";"https://www.wikidata.org/wiki/Q4181759"
"Кирмалова, А. А.";"Кирмалова";"А. А.";"А. А.";"Кирмалова";"Кирмаловой";"";"Кирмалова, А. А.";"";""
"Музалевская, А. А.";"Музалевская";"А. А.";"А. А.";"Музалевская";"Музалевской";"";"Музалевская, А. А.";"";""
"Толстая, А. А.";"Толстая";"А. А.";"А. А.";"Толстая";"Толстой";"";"Толстая, А. А.";"Q4184986";"https://www.wikidata.org/wiki/Q4184986"
