"auth_wikidataid";"dest_wikidataid";"auth_fio_short";"dest_fio_short";"weight"
"Q171976";"random_id371be3bffee177166af73d04120f97e3869b20f4";"Островский, Н. Н.";"Кроначёв, Н. А.";1
"Q171976";"random_id12910861da2851fef48774d2c8648303eb02ef46";"Островский, Н. Н.";"Вайнберг, П. И.";1
"Q171976";"random_id5c9af8b526809fcabfa284fa8b59c06a903ccbb0";"Островский, Н. Н.";"Черневский, С. А.";5
"Q171976";"Q4244607";"Островский, Н. Н.";"Кудрявцев, А. А.";1
"Q171976";"random_ide3b8aa211cb1ba9dcb15f8efc9d85ab895bc689a";"Островский, Н. Н.";"Живокини, Д. В.";4
"Q171976";"random_idbb801d56bdadef0846157b0d8bc72a9334ec5a77";"Островский, Н. Н.";"Минорский, В. М.";1
"Q171976";"random_idc4d7bed3b77d085e1d76f59a44fb44033be13ad4";"Островский, Н. Н.";"Живокини, А. В.";1
"Q171976";"Q4443882";"Островский, Н. Н.";"Стрепетова, П. А.";33
"Q171976";"random_idd23bd525eb89ae921ec12483adea597b124877f0";"Островский, Н. Н.";"Петров, Н. С.";15
"Q171976";"Q1439976";"Островский, Н. Н.";"Воронцов-Дашков, И. И.";1
"Q171976";"random_id921c879cde6a9e557a51e023a5e991404cad12bf";"Островский, Н. Н.";"Артемьев, В. А.";1
"Q171976";"random_id2a78bf55364a048de33768ccdbc7ab0195587aad";"Островский, Н. Н.";"Мартынов, Н. Г.";14
"Q171976";"random_id0a56e9ec448c3020f671beb374bc868dd1cb1f3d";"Островский, Н. Н.";"Лентовокий, М. В.";1
"Q171976";"random_idb7e52293c70e43ad3444a1655eb9d6418b28e81c";"Островский, Н. Н.";"Федотова, Г. Н.";1
"Q171976";"random_id4f50198b78b8199787f5020d4834ff9605c6ddd7";"Островский, Н. Н.";"Ватсон, В. Ф.";4
"Q171976";"Q4519115";"Островский, Н. Н.";"Шабельская, А. С.";5
"Q171976";"Q4234540";"Островский, Н. Н.";"Корш, Ф. А.";1
"Q171976";"random_id61e7b16cf307c1ec0452b71314d5bc5fa1621d9b";"Островский, Н. Н.";"Дьяконов, П. К.";1
"Q171976";"random_idb14477dc2f6bb9fe857cf35a99c860437758359b";"Островский, Н. Н.";"Мысовская, А. Д.";24
"Q171976";"random_idc24acf7115ed9ab32624dc4924f89e237dc6db95";"Островский, Н. Н.";"Лукин, Г. Г.";6
"Q171976";"random_id78a243e48802c6aaecd5b2f1ec05a72f6d9f6606";"Островский, Н. Н.";"Федюкин, Н. М.";1
"Q171976";"random_id240d46aa422bf693361e1d6b4c4bd9f2e057d26d";"Островский, Н. Н.";"Мишле, Э. И.";2
"Q171976";"random_id15b31de9eb04e80ed91bd1bdab5c2fda57958f3b";"Островский, Н. Н.";"Дамич, А. Ф.";2
"Q171976";"random_id26f9d0446f6c4077eff402fa671e94615f7e46b1";"Островский, Н. Н.";"Кондратьев, М. И.";1
"Q171976";"random_id8847bbe8fb49bb0757d7ad7aee8e3496287eb78d";"Островский, Н. Н.";"Н. А Кропачёво";1
"Q171976";"random_id62c2d6ed6b1e890735025a2712f7f3923c9a3df8";"Островский, Н. Н.";"Р. С. фон-Раабен";1
"Q171976";"random_ida2dcd97db061ea3951d9b711fc2e635c0b3dd68e";"Островский, Н. Н.";"Греков, И. Н.";1
"Q171976";"random_id70cf3416c12a7671037ea436fb00a4375132cae1";"Островский, Н. Н.";"Кондратьев, Г. П.";1
"Q171976";"random_idc049abd979854b9d7228dacf5202c398159e56f7";"Островский, Н. Н.";"Беземан, А. А.";1
"Q171976";"random_ideba6e94a19642fac263154f3c19d45caa9c5eb44";"Островский, Н. Н.";"Барцалу, А. И.";1
"Q171976";"random_ida619cc29abf30c2a28dd7202b86992ceb9c97a5b";"Островский, Н. Н.";"Вехтер, Н. С.";1
"Q171976";"Q4140637";"Островский, Н. Н.";"Гнедич, П. П.";1
"Q171976";"random_idc8e80eb17ac5038c1308e0e68aed41616b2f038a";"Островский, Н. Н.";"Танеев, С. В.";1
"Q171976";"random_idd70dbd94e46556d90f8646fa6877bff713d84fa9";"Островский, Н. Н.";"Промптов, И. В.";1
"Q171976";"random_id4c1457d4abb4168c580e5522ebda3810499fd7f7";"Островский, Н. Н.";"Кондратьев, А. М.";1
"Q171976";"random_idd7f0f6111e343e85bc06f4da9f3846dc7b97fdbc";"Островский, Н. Н.";"Минорский, С. М.";1
"Q171976";"random_idc8d4af80e1b5ca12c3e9094833bb85dec8596645";"Островский, Н. Н.";"Кравцов, Г. Л.";1
"Q257349";"Q208003";"Островский, М. Н.";"Н. А Некрасов";1
"Q171976";"random_id84fcbd22af56802ec750da58e60871607d2a1d9c";"Островский, Н. Н.";"Щеглов, И. Л.";1
"random_id364a182f7c7ee69e31f590cbe78bfe718391678b";"Q4515202";"Островский, П. Н.";"Чехов, А. П.";1
"random_id364a182f7c7ee69e31f590cbe78bfe718391678b";"random_id84fcbd22af56802ec750da58e60871607d2a1d9c";"Островский, П. Н.";"Щеглов, И. Л.";1
"random_idf58cf2c044f48ea0702b21cfa431aad5f0f9434d";"Q4142814";"Острогорская, В. И.";"В. А. Гольцев ~";1
"Q4339094";"Q171976";"Острогорский, В. П.";"Островский, Н. Н.";1
"Q4339094";"Q4143702";"Острогорский, В. П.";"Горбунов, И. И.";1
"Q29018281";"Q2628103";"Очкин, А. Н.";"Дружинин, А. В.";1
"Q4341440";"Q7200";"Павлищев, Н. И.";"Пушкин, А. С.";17
"random_id0629ff5fd433e7acc9bcbefb133995719681643c";"Q208003";"Павлов, И. В.";"Н. А Некрасов";1
"Q4341539";"Q2846822";"Павлов, Н. Ф.";"Краевский, А. А.";1
"Q4341539";"random_idb448f221df248b642394b25776ed5baad718ed15";"Павлов, Н. Ф.";"Веневитинов, А. В.";2
"Q4341539";"Q468067";"Павлов, Н. Ф.";"Одоевский, В. Ф.";1
"Q4341539";"random_id1bf641f082c7570942844b7e8a84b817ff129450";"Павлов, Н. Ф.";"Главный управление цензуры";1
"Q4341539";"random_id36061e482c0a7b36b1eeebffeb066cf4979754bf";"Павлов, Н. Ф.";"Великопольский, И. Е.";1
"Q4341539";"Q441628";"Павлов, Н. Ф.";"Катков, М.";1
"Q4341539";"Q1093709";"Павлов, Н. Ф.";"Погодин, Д. М.";3
"Q4341539";"random_idde8f1ec5b27b0393f37318c9d96873b867426d47";"Павлов, Н. Ф.";"Чичерин, Н. В.";1
"Q4341539";"Q1414677";"Павлов, Н. Ф.";"Валуев, П. А.";1
"Q4341539";"Q3920084";"Павлов, Н. Ф.";"Шейн, П.";1
"Q4341539";"Q4391279";"Павлов, Н. Ф.";"Рачинский, С. А.";1
"Q4341539";"Q1967027";"Павлов, Н. Ф.";"Шевырёв, С. П.";2
"Q446823";"Q4195939";"Павлова, К. К.";"Иванов, А.";1
"Q446823";"Q212575";"Павлова, К. К.";"Толстой, А. К.";1
"Q446823";"Q79822";"Павлова, К. К.";"Мицкевич, А.";1
"Q446823";"random_id11d8c97aa5a0fcead2c581a8ff86412251119d2f";"Павлова, К. К.";"Мицкевич, В.";1
"Q446823";"Q2992931";"Павлова, К. К.";"Панаев, И. И.";1
"Q446823";"Q4441249";"Павлова, К. К.";"Стасюлевич, М. М.";1
"Q446823";"Q4391279";"Павлова, К. К.";"Рачинский, С. А.";1
"Q4341760";"random_id4e550a04fd564a1fda8e1a8e33ae0bdf8ae3b044";"Павловский, И.";"Востоков, А. Х.";1
"random_id78da539abfb12ac0aea7add7879ea1048014249a";"Q374362";"Павловский, С.";"Огарёв, Н. П.";1
"Q2833933";"Q208003";"Пальм, А. И.";"Н. А Некрасов";2
"Q2833933";"Q2066821";"Пальм, А. И.";"Суворин, А. А.";1
"Q2833933";"Q3651051";"Пальм, А. И.";"Николадзе, Н. Я.";1
"Q2833933";"random_id4fd3840afc2eb18f62d75d0be45e827be5859583";"Пальм, А. И.";"Родные";1
"Q2833933";"Q3479720";"Пальм, А. И.";"Дуров, С. Ф.";1
"Q4342828";"Q4515202";"Пальмин, Л. И.";"Чехов, А. П.";2
"Q4342828";"Q4086689";"Пальмин, Л. И.";"Билибин, В. В.";1
"Q4342828";"random_idfc7264174704309654fed87bad164dc63cf3108f";"Пальмин, Л. И.";"Ивин, И. С.";1
"Q4342828";"Q338516";"Пальмин, Л. И.";"Лейкин, Н. А.";1
"Q4342828";"random_ide126e9c45db67cda690ba54d5efe13c408b976e2";"Пальмин, Л. И.";"Пастухов, Н. И.";1
"Q4343827";"Q4480433";"И. А Панаев";"Фадеев, А.";1
"Q4343827";"Q2522179";"И. А Панаев";"Шишков, А. С.";2
"Q4343827";"Q4077485";"И. А Панаев";"Бантыш-Каменский, Н. Н.";1
"Q4343827";"Q629784";"И. А Панаев";"Загоскин, М. Н.";1
"Q4343827";"Q1093709";"И. А Панаев";"Погодин, Д. М.";1
"Q2992931";"Q2628103";"Панаев, И. И.";"Дружинин, А. В.";1
"Q2992931";"Q1995744";"Панаев, И. И.";"Никитенко, А. В.";1
"Q2992931";"Q201221";"Панаев, И. И.";"Герцен, А. И.";2
"Q2992931";"random_idf2b48d129e24a6a146b3e46eff0d3cec559b10c0";"Панаев, И. И.";"Орлов, А. Ф.";1
"Q2992931";"random_idc84d3b95c1a73188bac6a16d219543c01d476c27";"Панаев, И. И.";"Писарский, В. А.";1
"Q2992931";"Q42831";"Панаев, И. И.";"Тургенев, С. И.";27
"Q2992931";"Q1373475";"Панаев, И. И.";"Анненков, П. В.";1
"Q2992931";"Q4131613";"Панаев, И. И.";"Гаевский, В. П.";1
"Q2992931";"random_id0c99c699a26fb0d1640e57b1bfa52468b93dae46";"Панаев, И. И.";"Киселёв, В. П.";1
"Q2992931";"Q468067";"Панаев, И. И.";"Одоевский, В. Ф.";1
"Q2992931";"random_id12887a26f52cefeb2ee24b34ff550b9b09cff4b1";"Панаев, И. И.";"изд. «Современника»";1
"Q2992931";"Q722730";"Панаев, И. И.";"Аксаков, К.";3
"Q2992931";"Q7243";"Панаев, И. И.";"Толстой, Л. Н.";7
"Q2992931";"Q328549";"Панаев, И. И.";"Корф, М. А.";1
"Q2992931";"random_id6883f52804fa300ed36af26a318e1635ebd17d54";"Панаев, И. И.";"Огарева, М. Л.";1
"Q2992931";"Q629784";"Панаев, И. И.";"Загоскин, М. Н.";1
"Q2992931";"Q4266412";"Панаев, И. И.";"Лонгинов, М. Н.";1
"Q2992931";"Q208003";"Панаев, И. И.";"Н. А Некрасов";2
"Q2992931";"Q2627596";"Панаев, И. И.";"Полевой, Н. А.";1
"Q2992931";"random_idXnWq7G6wekn77h6yLBXXPu5ExHOHSrFSUHrsFOsm";"Панаев, И. И.";"Чернышевский, Н. Г.";1
"Q2992931";"random_idbf62be491cd9f0df2656a93374d90e48e4c15ea6";"Панаев, И. И.";"Огарев, Н. П.";2
"Q2992931";"Q4219851";"Панаев, И. И.";"Кетчер, Н. Х.";3
"Q2992931";"Q555693";"Панаев, И. И.";"Грановский, Т. Н.";1
"Q2992931";"random_id37aaf1798881c9ca255c8353766c391b71faf0da";"Панаев, И. И.";"др";1
"Q2992931";"random_id43b92dbcbf9d96d08aed01e22acab146ce9170e2";"Панаев, И. И.";"ред. «Русского мира»";1
"Q2992931";"Q315188";"Панаев, И. И.";"Аксаков, С. Т.";1
"Q248977";"Q192885";"Панаева, А. Я.";"Белинский, В. Г.";1
"Q248977";"random_id71d83f700e204ea675046f28bba6d755c59683a4";"Панаева, А. Я.";"Панаев, И. А.";1
"Q248977";"random_id6883f52804fa300ed36af26a318e1635ebd17d54";"Панаева, А. Я.";"Огарева, М. Л.";2
"Q248977";"Q208003";"Панаева, А. Я.";"Н. А Некрасов";1
"Q248977";"random_idXnWq7G6wekn77h6yLBXXPu5ExHOHSrFSUHrsFOsm";"Панаева, А. Я.";"Чернышевский, Н. Г.";2
"Q248977";"random_id8cbc2e7c6c9607d89e0aaaa692e0837a1aa615fa";"Панаева, А. Я.";"Шубинский, С. Н.";1
"random_ide5b5bf950329bf45d1d0707b4688dd833f4f47d7";"Q208003";"Панаева, М. Я.";"Н. А Некрасов";1
"Q18044185";"random_idXnWq7G6wekn77h6yLBXXPu5ExHOHSrFSUHrsFOsm";"Пантелеев, Л. Ф.";"Чернышевский, Н. Г.";1
"random_id3c6dd5609f00371e5bb16eaad38612ee0994d2d1";"Q374362";"Пасеек, Т. П.";"Огарёв, Н. П.";1
"Q4346619";"Q629784";"Пассек, В. В.";"Загоскин, М. Н.";1
"Q16685159";"random_idXnWq7G6wekn77h6yLBXXPu5ExHOHSrFSUHrsFOsm";"Паульсон, И. И.";"Чернышевский, Н. Г.";1
"Q28777165";"Q208003";"Пашино, П. И.";"Н. А Некрасов";1
"Q74318145";"Q374362";"Пашков, И. А.";"Огарёв, Н. П.";1
"random_id66650c0cd525aabca75230ea88891428492cdf2f";"random_id4e550a04fd564a1fda8e1a8e33ae0bdf8ae3b044";"Пенинский, И. С.";"Востоков, А. Х.";1
"random_id01396fef2e2d68bc94f3df1325043989e6b5d917";"Q7200";"Пеньковский, И. (.";"Пушкин, А. С.";13
"random_id9d846c39d023ca2dff4e0de534b6c6a44c48aae3";"Q4143702";"Перевозчиков, В.";"Горбунов, И. И.";1
"Q1071676";"Q7200";"Перовский, А. А.";"Пушкин, А. С.";1
"Q1071676";"Q4384708";"Перовский, А. А.";"Пушкин, А. А.";1
"Q1071676";"Q212575";"Перовский, А. А.";"Толстой, А. К.";1
"Q1071676";"Q2958731";"Перовский, А. А.";"Ливен, К. А.";1
"Q1071676";"Q507651";"Перовский, А. А.";"Греч, Н. И.";1
"Q4359714";"Q4318175";"Песковский, М. Л.";"Нефёдов, Ф. Д.";1
"random_ida0ae38eecf74b7ff302caf46abb534dcd1b35c70";"Q208003";"Петров, А. Г.";"Н. А Некрасов";1
"Q4360844";"Q192885";"Петров, П. Я.";"Белинский, В. Г.";1
"Q4360849";"Q7200";"Петров, В. П.";"Пушкин, А. С.";1
"random_id5c4d8b21233ad8f96d9ac21ab10919d57e664084";"Q192885";"Петрова Н. Я., ";"Белинский, В. Г.";1
"random_id95b1166f0511ed9e3a07c78704027904df5709e6";"Q192885";"Петрова, А. М.";"Белинский, В. Г.";1
"Q18044147";"Q2628103";"Печаткин, Е. П.";"Дружинин, А. В.";1
"Q943902";"Q201221";"Печерин, В. С.";"Герцен, А. И.";1
"random_id7092958f2bf4f944d7f5ae8d436fcf8b7caacf01";"random_idXnWq7G6wekn77h6yLBXXPu5ExHOHSrFSUHrsFOsm";"Пиотровский, И. А.";"Чернышевский, Н. Г.";1
"Q4363530";"Q7200";"Писарев, А. А.";"Пушкин, А. С.";1
"Q378753";"Q519112";"Писарев, Д. И.";"Суворов, А. А.";1
"Q378753";"random_idbd771fc48dbff7a27fa53796e158cbfff45bd722";"Писарев, Д. И.";"Трескина, А. К.";1
"Q378753";"random_idf175d2fadd95c50a14567449fe55f12beb871ead";"Писарев, Д. И.";"Писарева, В. Д.";2
"Q378753";"Q4087903";"Писарев, Д. И.";"Благосветлов, Г. Е.";3
"Q378753";"Q42831";"Писарев, Д. И.";"Тургенев, С. И.";4
"Q378753";"random_ida73e1665ee434cf73a2cf7ad23163b82160eaf28";"Писарев, Д. И.";"Майков, Л. Н.";1
"Q378753";"Q2421158";"Писарев, Д. И.";"Маркович, М. А.";1
"Q378753";"Q208003";"Писарев, Д. И.";"Н. А Некрасов";1
"Q378753";"Q3341631";"Писарев, Д. И.";"Шелгунов, Н. В.";1
"Q378753";"Q4232867";"Писарев, Д. И.";"Коренева, Р. А.";2
"Q378753";"random_id11708ade1067542b17ccbba992ff665e54a7e745";"Писарев, Д. И.";"ред. «Вестника свободных мнений»";1
"Q378753";"random_id6374fdbf4012e784f50f12602874b8c940aa36f5";"Писарев, Д. И.";"Родители";2
"Q378753";"random_idd6b6dc7fbf07191cd72776d64520308db69f1e39";"Писарев, Д. И.";"Павленков, Ф. Ф.";1
"Q16686376";"Q4143702";"Писарев, М. И.";"Горбунов, И. И.";1
"Q16686376";"Q4318175";"Писарев, М. И.";"Нефёдов, Ф. Д.";1
"Q470371";"Q2628103";"Писемский, А. Ф.";"Дружинин, А. В.";1
"Q470371";"random_ida2efa093440ce9e38c77d23a064a35d09d0a4dc2";"Писемский, А. Ф.";"Бларамберг, Е. И.";1
"Q470371";"Q4143702";"Писемский, А. Ф.";"Горбунов, И. И.";1
"Q470371";"Q208003";"Писемский, А. Ф.";"Н. А Некрасов";1
"Q470371";"Q4443882";"Писемский, А. Ф.";"Стрепетова, П. А.";1
"random_idb91f7207efa6a90976b2ee29aed82f8ab885ab8e";"Q374362";"Плаутин, С. Ф.";"Огарёв, Н. П.";1
"random_id385e4a01cb23f07b290b65078dbc345f6cd7a2b9";"Q374362";"Плаутин, Ф. С.";"Огарёв, Н. П.";1
"random_id895c502ac7795d46ca07e1d148983ff5615f5b34";"Q374362";"Плаутина, А. П.";"Огарёв, Н. П.";1
"random_id05acafd1b719a57e95b54805bc6089a5813cb7e0";"Q374362";"Плаутина, В. С.";"Огарёв, Н. П.";1
"Q2993843";"Q4063663";"Плетнёв, П А.";"Альфонский, А. А.";1
"Q2993843";"Q327015";"Плетнёв, П А.";"Дельвиг, А. А.";1
"Q2993843";"Q1995744";"Плетнёв, П А.";"Никитенко, А. В.";1
"Q2993843";"Q4463670";"Плетнёв, П А.";"Тройницкий, А. Г.";1
"Q2993843";"random_iddfb62d2ce4c09ae623cc635c6a7a90f27ff32c7a";"Плетнёв, П А.";"Глинки, А. П.";1
"Q2993843";"random_ida0975a41b6e0b58431995c8bb2d01c79bc0b8b95";"Плетнёв, П А.";"Глинки, Ф. Н.";1
"Q2993843";"Q7200";"Плетнёв, П А.";"Пушкин, А. С.";66
"Q2993843";"Q4529168";"Плетнёв, П А.";"Александр Николаевич";1
"Q2993843";"random_idbd12cb367083ad3f1b970c535bc635a61b24d416";"Плетнёв, П А.";"в Опеку, учрежденную над детьми А. С. Пушкина";1
"Q2993843";"Q15636309";"Плетнёв, П А.";"Тепляков, В. Г.";4
"Q2993843";"Q1974762";"Плетнёв, П А.";"Григорович, В. И.";1
"Q2993843";"Q706752";"Плетнёв, П А.";"Кюхельбекер, В. К.";2
"Q2993843";"random_ida7f469eaa4af9ff7e52d7602e7fadc7e6fa470fa";"Плетнёв, П А.";"Каразин, В. Н.";1
"Q2993843";"random_ida7629f6d711cf84051c29b43243357fc7367e42c";"Плетнёв, П А.";"Строганов, Г. А.";1
"Q2993843";"Q1968651";"Плетнёв, П А.";"Данилевский, Г. П.";1
"Q2993843";"Q15933737";"Плетнёв, П А.";"Давыдов, И. И.";1
"Q2993843";"Q2992931";"Плетнёв, П А.";"Панаев, И. И.";2
"Q2993843";"random_id1813d75b9e9b7379ae2e2402527498ec5eb7d90e";"Плетнёв, П А.";"Короновский, И.";1
"Q2993843";"Q3920365";"Плетнёв, П А.";"Коссович, К. А.";1
"Q2993843";"random_id2fcc20e9d812298b9cc1f5fa707b21bb7ae17d44";"Плетнёв, П А.";"Мармье, К.";1
"Q2993843";"random_idb150781604cbf13edfd1ca36c446991692582a0c";"Плетнёв, П А.";"Веселовский, К. С.";2
"Q2993843";"Q7243";"Плетнёв, П А.";"Толстой, Л. Н.";3
"Q2993843";"Q2639333";"Плетнёв, П А.";"Максимович, М. А.";1
"Q2993843";"Q4441249";"Плетнёв, П А.";"Стасюлевич, М. М.";1
"Q2993843";"Q1093709";"Плетнёв, П А.";"Погодин, Д. М.";3
"Q2993843";"Q1930364";"Плетнёв, П А.";"Виельгорский, М. Ю.";1
"Q2993843";"Q130159";"Плетнёв, П А.";"Макарий Булгаков";1
"Q2993843";"random_id60397c06d87b190af6508e8dd6f845dd2a07969b";"Плетнёв, П А.";"Урсин, Н. А.";2
"Q2993843";"Q4478334";"Плетнёв, П А.";"Устрялов, Н. Г.";1
"Q2993843";"random_idbf06804b194c3c608994dd02f5f5880c070153bd";"Плетнёв, П А.";"Ахшарумов, Н. Д.";1
"Q2993843";"Q665996";"Плетнёв, П А.";"Гнедич, Н. И.";1
"Q2993843";"Q507651";"Плетнёв, П А.";"Греч, Н. И.";1
"Q2993843";"Q4451623";"Плетнёв, П А.";"Отрешков, Н. И.";1
"Q2993843";"Q4430133";"Плетнёв, П А.";"Соханская, Н. С.";3
"Q2993843";"Q2315917";"Плетнёв, П А.";"Зубов, П. А.";1
"Q2993843";"Q2382842";"Плетнёв, П А.";"Кулиш, П. А.";1
"Q2993843";"Q2993843";"Плетнёв, П А.";"Плетнёв, П А.";1
"Q2993843";"Q4078671";"Плетнёв, П А.";"Бартенев, П. И.";1
"Q2993843";"random_idffefd58bbc032ab9db5bd0ae77175183bfd8b69b";"Плетнёв, П А.";"ред. «Вестника Европы»";1
"Q2993843";"Q1967027";"Плетнёв, П А.";"Шевырёв, С. П.";3
"Q2993843";"Q704501";"Плетнёв, П А.";"С. С.Уваров";2
"Q2993843";"random_idcfffbc80a519bf1f582f0e7d34bc5260b7c46126";"Плетнёв, П А.";"Санктпетербургский цензурный комитет";1
"Q2993843";"random_id126248b3e00cc0f07e16988d43990c260a4f8537";"Плетнёв, П А.";"Софья Александровна Соллогуб";1
"Q2993843";"random_idcf480dcbbcb7d767b39a547e320631c3e938fa1e";"Плетнёв, П А.";"Иордан, Ф. И.";1
"Q2993843";"random_idb316474c1b2511b01fe859ac52d2570c3ec53ae2";"Плетнёв, П А.";"Рейхель, Я. Я.";1
"Q182905";"Q546520";"Кузнецов, И. П.";"Степняк-Кравчинский, С. М.";1
"Q600678";"random_id48f9616e38fc9be98a457e4362b29b85c82f1128";"Плещеев, А. И.";"Арцимович, А. А.";1
"Q600678";"Q600678";"Плещеев, А. И.";"Плещеев, А. И.";1
"Q600678";"Q2628103";"Плещеев, А. И.";"Дружинин, А. В.";1
"Q600678";"Q872246";"Плещеев, А. И.";"Сниткина, А. Г.";1
"Q600678";"random_id4a8558d6ff5fc26fd7ce2811e1ff9dd7cd6ae4c8";"Плещеев, А. И.";"Щёлково, А. Д.";1
"Q600678";"random_id9b7d4232e4c4de1aac5f66bd1d1aa957ff6e75b8";"Плещеев, А. И.";"Давыдов, А. И.";1
"Q600678";"Q1958084";"Плещеев, А. И.";"Жемчужников, А. М.";1
"Q600678";"random_id7e3cf24f111aa23ac71404d4ba8ab746c3af49e2";"Плещеев, А. И.";"Катенин, А. Н.";1
"Q600678";"Q171976";"Плещеев, А. И.";"Островский, Н. Н.";1
"Q600678";"Q1354525";"Плещеев, А. И.";"Пыпин";1
"Q600678";"Q4515202";"Плещеев, А. И.";"Чехов, А. П.";2
"Q600678";"Q4134305";"Плещеев, А. И.";"Гацисский, А. С.";1
"Q600678";"Q7200";"Плещеев, А. И.";"Пушкин, А. С.";2
"Q600678";"Q2066821";"Плещеев, А. И.";"Суворин, А. А.";2
"Q600678";"Q4142814";"Плещеев, А. И.";"В. А. Гольцев ~";2
"Q600678";"Q4154498";"Плещеев, А. И.";"Дандевиль, В. Д.";2
"Q600678";"Q3563724";"Плещеев, А. И.";"Костомаров, В. Д.";1
"Q600678";"Q333222";"Плещеев, А. И.";"Гаршин, В. М.";1
"Q600678";"random_ide9890328fe7f0b2d4ae12d284f81fc727c042a6b";"Плещеев, А. И.";"Быстренин, В. П.";1
"Q600678";"random_id5c3d9654e763956cd26dc1c17a62474c3e448f49";"Плещеев, А. И.";"Барановский, Е. И.";1
"Q600678";"random_id71d83f700e204ea675046f28bba6d755c59683a4";"Плещеев, А. И.";"Панаев, И. А.";1
"Q600678";"random_id84fcbd22af56802ec750da58e60871607d2a1d9c";"Плещеев, А. И.";"Щеглов, И. Л.";1
"Q600678";"random_ida271d135893c4a3c692939261b3275f09895bb10";"Плещеев, А. И.";"Шаров, И. П.";1
"Q600678";"Q4143702";"Плещеев, А. И.";"Горбунов, И. И.";1
"Q600678";"random_ide0f09dc81f49da3cc2606a9a9ec995e1fbc06c2b";"Плещеев, А. И.";"Дандевиль, Л. З.";1
"Q600678";"random_id1245b668cb84f12db490b112da89ff52363e706d";"Плещеев, А. И.";"Трефолев, Л.";1
"Q600678";"Q4441249";"Плещеев, А. И.";"Стасюлевич, М. М.";1
"Q600678";"Q311459";"Плещеев, А. И.";"Соловьёв, А. Н.";2
"Q600678";"Q4136971";"Плещеев, А. И.";"Гербель, Н. В.";1
"Q600678";"random_idXnWq7G6wekn77h6yLBXXPu5ExHOHSrFSUHrsFOsm";"Плещеев, А. И.";"Чернышевский, Н. Г.";3
"Q600678";"Q3651051";"Плещеев, А. И.";"Николадзе, Н. Я.";1
"Q600678";"random_id768a5689e945b273c9de6ab2664a79440e2282ee";"Плещеев, А. И.";"ред. «Московских ведомостей»";1
"Q600678";"Q3479720";"Плещеев, А. И.";"Дуров, С. Ф.";1
"Q600678";"Q1047757";"Плещеев, А. И.";"Надсон, С. Я.";1
"Q600678";"Q4318175";"Плещеев, А. И.";"Нефёдов, Ф. Д.";2
"Q600678";"Q108825";"Плещеев, А. И.";"Фидлер, Ф. Ф.";1
"Q600678";"random_id0335bf47cf28d5173b4522e6a05a776340e7b387";"Плещеев, А. И.";"Шассен, Ш.";1
"Q4365950";"Q7200";"Плюшар, А. А.";"Пушкин, А. С.";2
"random_iddee841c990597e1cf9b150d87ab3d46c52636f42";"Q4515202";"Победимская, М. Ф.";"Чехов, А. П.";1
"random_id53e29dd7b0b45d805a2e801a2ce06b2eef24f709";"Q1093709";"Погодин, Г. П.";"Погодин, Д. М.";1
"Q1093709";"random_id365a908f2a55a09419fedf98a879e710c4e0a2eb";"Погодин, Д. М.";"Барятинский, А. И.";1
"Q1093709";"Q201221";"Погодин, Д. М.";"Герцен, А. И.";1
"Q1093709";"random_idb4ab33b43e25b4f17db6c77bd904ba5e3d219e4b";"Погодин, Д. М.";"Гусев, А. М.";1
"Q1093709";"Q4243553";"Погодин, Д. М.";"Кубарев, А. М.";1
"Q1093709";"Q612142";"Погодин, Д. М.";"Верстовский, А. Н.";1
"Q1093709";"Q328411";"Погодин, Д. М.";"Ермолов, А. П.";1
"Q1093709";"random_idfec7e2a8d12a1ba05614f81c9ce79300f1d56490";"Погодин, Д. М.";"Измайлова, А. П.";1
"Q1093709";"Q2629245";"Погодин, Д. М.";"Толстой, А. П.";1
"Q1093709";"Q7200";"Погодин, Д. М.";"Пушкин, А. С.";50
"Q1093709";"Q470371";"Погодин, Д. М.";"Писемский, А. Ф.";1
"Q1093709";"Q4079277";"Погодин, Д. М.";"Баталин";1
"Q1093709";"Q30958959";"Погодин, Д. М.";"Борисов";1
"Q1093709";"random_id0d162b0dfbf3bf038c3b36da092dc8a7bb3993f6";"Погодин, Д. М.";"Мацевский, В. А.";1
"Q1093709";"Q1978355";"Погодин, Д. М.";"Черкасские, В. А.";1
"Q1093709";"random_idcd0a35545eb2b75c57488eb02fc74f6eb383ef43";"Погодин, Д. М.";"Корнильев, В. Д.";1
"Q1093709";"random_ide1926954fab4cc8ad5cad53743449a947e578234";"Погодин, Д. М.";"Троицкий, В. Д.";1
"Q1093709";"random_idbc9ddeb9bcf159506afbe09dbcfaf8063598723d";"Погодин, Д. М.";"Вешняков, В. И.";1
"Q1093709";"random_id62e1a90fe3553b3f2cfea2e78d9df1e2b3e4da30";"Погодин, Д. М.";"Трубецкая, Е. А.";1
"Q1093709";"random_ida05e7c742d622d622e00b59b1e8202976a96a735";"Погодин, Д. М.";"Голицына, А. Н.";1
"Q1093709";"Q1047353";"Погодин, Д. М.";"Ковалевский, Е. П.";1
"Q1093709";"random_id3454adb52fe592fe2de1b41cda96bf20cbf97a6c";"Погодин, Д. М.";"Тихонравов, К. Н.";1
"Q1093709";"Q7243";"Погодин, Д. М.";"Толстой, Л. Н.";6
"Q1093709";"Q4162753";"Погодин, Д. М.";"Дмитриев, М. А.";1
