автор;род деятельности;публикация;год публикации;формат публикации (переписка/письмо/отрывки/отрывок);односторонняя / двусторонняя;персоналии;примечания;электронный источник;адресат;количество писем;даты
Гончаров, Иван Александрович;писатель;Гончаров И. А. Избранные письма // Гончаров И. А. Собрание сочинений: В 8 т. М.: Гос. изд-во худож. лит., 1952—1955. Т. 8. Статьи, заметки, рецензии, автобиографии, избранные письма. 1955. С. 231—502. ;1955;письмо;одностороннее;С. А. Никитенко. (1). 25 мая 1869.;;;;;
Гончаров, Иван Александрович;писатель;Гончаров И. А. Избранные письма // Гончаров И. А. Собрание сочинений: В 8 т. М.: Гос. изд-во худож. лит., 1952—1955. Т. 8. Статьи, заметки, рецензии, автобиографии, избранные письма. 1955. С. 231—502. ;1955;письмо;одностороннее;С. А. Никитенко. (1). 4 июня 1869.;;;;;
Гончаров, Иван Александрович;писатель;Гончаров И. А. Избранные письма // Гончаров И. А. Собрание сочинений: В 8 т. М.: Гос. изд-во худож. лит., 1952—1955. Т. 8. Статьи, заметки, рецензии, автобиографии, избранные письма. 1955. С. 231—502. ;1955;письмо;одностороннее;С. А. Никитенко. (1). 26 июня 1869.;;;;;
Гончаров, Иван Александрович;писатель;Гончаров И. А. Избранные письма // Гончаров И. А. Собрание сочинений: В 8 т. М.: Гос. изд-во худож. лит., 1952—1955. Т. 8. Статьи, заметки, рецензии, автобиографии, избранные письма. 1955. С. 231—502. ;1955;письмо;одностороннее;А. А. Фету. (1). 6 августа 1869.;;;;;
Гончаров, Иван Александрович;писатель;Гончаров И. А. Избранные письма // Гончаров И. А. Собрание сочинений: В 8 т. М.: Гос. изд-во худож. лит., 1952—1955. Т. 8. Статьи, заметки, рецензии, автобиографии, избранные письма. 1955. С. 231—502. ;1955;письмо;одностороннее;М. М. Стасюлевичу. (1). 5 ноября 1869.;;;;;
Гончаров, Иван Александрович;писатель;Гончаров И. А. Избранные письма // Гончаров И. А. Собрание сочинений: В 8 т. М.: Гос. изд-во худож. лит., 1952—1955. Т. 8. Статьи, заметки, рецензии, автобиографии, избранные письма. 1955. С. 231—502. ;1955;письмо;одностороннее;П. В. Анненкову. (1). начало января 1870.;;;;;
Гончаров, Иван Александрович;писатель;Гончаров И. А. Избранные письма // Гончаров И. А. Собрание сочинений: В 8 т. М.: Гос. изд-во худож. лит., 1952—1955. Т. 8. Статьи, заметки, рецензии, автобиографии, избранные письма. 1955. С. 231—502. ;1955;письмо;одностороннее;П. В. Анненкову. (1). 19 января 1870.;;;;;
Гончаров, Иван Александрович;писатель;Гончаров И. А. Избранные письма // Гончаров И. А. Собрание сочинений: В 8 т. М.: Гос. изд-во худож. лит., 1952—1955. Т. 8. Статьи, заметки, рецензии, автобиографии, избранные письма. 1955. С. 231—502. ;1955;письмо;одностороннее;П. В. Анненкову. (1). 1870.;;;;;
Гончаров, Иван Александрович;писатель;Гончаров И. А. Избранные письма // Гончаров И. А. Собрание сочинений: В 8 т. М.: Гос. изд-во худож. лит., 1952—1955. Т. 8. Статьи, заметки, рецензии, автобиографии, избранные письма. 1955. С. 231—502. ;1955;письмо;одностороннее;С. А. Никитенко. (1). 26 августа 1870.;;;;;
Гончаров, Иван Александрович;писатель;Гончаров И. А. Избранные письма // Гончаров И. А. Собрание сочинений: В 8 т. М.: Гос. изд-во худож. лит., 1952—1955. Т. 8. Статьи, заметки, рецензии, автобиографии, избранные письма. 1955. С. 231—502. ;1955;письмо;одностороннее;С. А. Толстой. (1). 11 ноября 1870.;;;;;
