"автор";"род деятельности";"публикация";"год публикации";"формат публикации (переписка/письмо/отрывки/отрывок)";"односторонняя / двусторонняя";"персоналии";"примечания";"электронный источник"
"Тургенев, Иван Сергеевич";" писатель, поэт, публицист, драматург, переводчик";"Тургенев И.С. Полное собрание сочинений и писем: В 30 т. Письма. В 18 т.: Т. 13. Письма, 1874. М.: Наука, 2002. [1] л. портр., 557, [1] c.";2002;"письмо";"односторонняя";"Г. Н. Вырубову. (1). 24 февраля 1874.";;
"Тургенев, Иван Сергеевич";" писатель, поэт, публицист, драматург, переводчик";"Тургенев И.С. Полное собрание сочинений и писем: В 30 т. Письма. В 18 т.: Т. 13. Письма, 1874. М.: Наука, 2002. [1] л. портр., 557, [1] c.";2002;"письмо";"односторонняя";"Кларе Тургеневой. (1). 24 февраля 1874.";;
"Тургенев, Иван Сергеевич";" писатель, поэт, публицист, драматург, переводчик";"Тургенев И.С. Полное собрание сочинений и писем: В 30 т. Письма. В 18 т.: Т. 13. Письма, 1874. М.: Наука, 2002. [1] л. портр., 557, [1] c.";2002;"письмо";"односторонняя";"П. В. Анненкову. (1). 25 февраля 1874.";;
"Тургенев, Иван Сергеевич";" писатель, поэт, публицист, драматург, переводчик";"Тургенев И.С. Полное собрание сочинений и писем: В 30 т. Письма. В 18 т.: Т. 13. Письма, 1874. М.: Наука, 2002. [1] л. портр., 557, [1] c.";2002;"письмо";"односторонняя";"И. И. Маслову. (1). 25 февраля 1874.";;
"Тургенев, Иван Сергеевич";" писатель, поэт, публицист, драматург, переводчик";"Тургенев И.С. Полное собрание сочинений и писем: В 30 т. Письма. В 18 т.: Т. 13. Письма, 1874. М.: Наука, 2002. [1] л. портр., 557, [1] c.";2002;"письмо";"односторонняя";"Полю Бурже. (1). 25 февраля 1874.";;
"Тургенев, Иван Сергеевич";" писатель, поэт, публицист, драматург, переводчик";"Тургенев И.С. Полное собрание сочинений и писем: В 30 т. Письма. В 18 т.: Т. 13. Письма, 1874. М.: Наука, 2002. [1] л. портр., 557, [1] c.";2002;"письмо";"односторонняя";"Н. С. Тургеневу. (1). 25 февраля 1874.";;
"Тургенев, Иван Сергеевич";" писатель, поэт, публицист, драматург, переводчик";"Тургенев И.С. Полное собрание сочинений и писем: В 30 т. Письма. В 18 т.: Т. 13. Письма, 1874. М.: Наука, 2002. [1] л. портр., 557, [1] c.";2002;"письмо";"односторонняя";"Эмилю Дюрану. (1). 27 февраля 1874.";;
"Тургенев, Иван Сергеевич";" писатель, поэт, публицист, драматург, переводчик";"Тургенев И.С. Полное собрание сочинений и писем: В 30 т. Письма. В 18 т.: Т. 13. Письма, 1874. М.: Наука, 2002. [1] л. портр., 557, [1] c.";2002;"письмо";"односторонняя";"Полине Брюэр. (1). 28 февраля 1874.";;
"Тургенев, Иван Сергеевич";" писатель, поэт, публицист, драматург, переводчик";"Тургенев И.С. Полное собрание сочинений и писем: В 30 т. Письма. В 18 т.: Т. 13. Письма, 1874. М.: Наука, 2002. [1] л. портр., 557, [1] c.";2002;"письмо";"односторонняя";"А. Н. Пыпину. (1). 2 марта 1874.";;
"Тургенев, Иван Сергеевич";" писатель, поэт, публицист, драматург, переводчик";"Тургенев И.С. Полное собрание сочинений и писем: В 30 т. Письма. В 18 т.: Т. 13. Письма, 1874. М.: Наука, 2002. [1] л. портр., 557, [1] c.";2002;"письмо";"односторонняя";"H.A. Кишинскому. (1). 3 марта 1874.";;
"Тургенев, Иван Сергеевич";" писатель, поэт, публицист, драматург, переводчик";"Тургенев И.С. Полное собрание сочинений и писем: В 30 т. Письма. В 18 т.: Т. 13. Письма, 1874. М.: Наука, 2002. [1] л. портр., 557, [1] c.";2002;"письмо";"односторонняя";"А. А. Фету. (1). 4 марта 1874.";;
"Тургенев, Иван Сергеевич";" писатель, поэт, публицист, драматург, переводчик";"Тургенев И.С. Полное собрание сочинений и писем: В 30 т. Письма. В 18 т.: Т. 13. Письма, 1874. М.: Наука, 2002. [1] л. портр., 557, [1] c.";2002;"письмо";"односторонняя";"П. В. Анненкову. (1). 6 марта 1874.";;
"Тургенев, Иван Сергеевич";" писатель, поэт, публицист, драматург, переводчик";"Тургенев И.С. Полное собрание сочинений и писем: В 30 т. Письма. В 18 т.: Т. 13. Письма, 1874. М.: Наука, 2002. [1] л. портр., 557, [1] c.";2002;"письмо";"односторонняя";"Я. П. Полонскому. (1). 6 марта 1874.";;
"Тургенев, Иван Сергеевич";" писатель, поэт, публицист, драматург, переводчик";"Тургенев И.С. Полное собрание сочинений и писем: В 30 т. Письма. В 18 т.: Т. 13. Письма, 1874. М.: Наука, 2002. [1] л. портр., 557, [1] c.";2002;"письмо";"односторонняя";"М. М. Стасюлевичу. (1). 6 марта 1874.";;
"Тургенев, Иван Сергеевич";" писатель, поэт, публицист, драматург, переводчик";"Тургенев И.С. Полное собрание сочинений и писем: В 30 т. Письма. В 18 т.: Т. 13. Письма, 1874. М.: Наука, 2002. [1] л. портр., 557, [1] c.";2002;"письмо";"односторонняя";"Полине Брюэр. (1). 8 марта 1874.";;
"Тургенев, Иван Сергеевич";" писатель, поэт, публицист, драматург, переводчик";"Тургенев И.С. Полное собрание сочинений и писем: В 30 т. Письма. В 18 т.: Т. 13. Письма, 1874. М.: Наука, 2002. [1] л. портр., 557, [1] c.";2002;"письмо";"односторонняя";"B.C. Кашину. (1). 8 марта 1874.";;
"Тургенев, Иван Сергеевич";" писатель, поэт, публицист, драматург, переводчик";"Тургенев И.С. Полное собрание сочинений и писем: В 30 т. Письма. В 18 т.: Т. 13. Письма, 1874. М.: Наука, 2002. [1] л. портр., 557, [1] c.";2002;"письмо";"односторонняя";"А. Ф. Онегину. (1). 8 марта 1874.";;
"Тургенев, Иван Сергеевич";" писатель, поэт, публицист, драматург, переводчик";"Тургенев И.С. Полное собрание сочинений и писем: В 30 т. Письма. В 18 т.: Т. 13. Письма, 1874. М.: Наука, 2002. [1] л. портр., 557, [1] c.";2002;"письмо";"односторонняя";"Людвигу Пичу. (1). 9 марта 1874.";;
"Тургенев, Иван Сергеевич";" писатель, поэт, публицист, драматург, переводчик";"Тургенев И.С. Полное собрание сочинений и писем: В 30 т. Письма. В 18 т.: Т. 13. Письма, 1874. М.: Наука, 2002. [1] л. портр., 557, [1] c.";2002;"письмо";"односторонняя";"Фердинанду Лёве. (1). 9 марта 1874.";;
"Тургенев, Иван Сергеевич";" писатель, поэт, публицист, драматург, переводчик";"Тургенев И.С. Полное собрание сочинений и писем: В 30 т. Письма. В 18 т.: Т. 13. Письма, 1874. М.: Наука, 2002. [1] л. портр., 557, [1] c.";2002;"письмо";"односторонняя";"Е. И. Рагозину. (1). 14 марта 1874.";;
"Тургенев, Иван Сергеевич";" писатель, поэт, публицист, драматург, переводчик";"Тургенев И.С. Полное собрание сочинений и писем: В 30 т. Письма. В 18 т.: Т. 13. Письма, 1874. М.: Наука, 2002. [1] л. портр., 557, [1] c.";2002;"письмо";"односторонняя";"М. М. Стасюлевичу. (1). 15 марта 1874.";;
"Тургенев, Иван Сергеевич";" писатель, поэт, публицист, драматург, переводчик";"Тургенев И.С. Полное собрание сочинений и писем: В 30 т. Письма. В 18 т.: Т. 13. Письма, 1874. М.: Наука, 2002. [1] л. портр., 557, [1] c.";2002;"письмо";"односторонняя";"П. В. Анненкову. (1). 15 марта 1874.";;
"Тургенев, Иван Сергеевич";" писатель, поэт, публицист, драматург, переводчик";"Тургенев И.С. Полное собрание сочинений и писем: В 30 т. Письма. В 18 т.: Т. 13. Письма, 1874. М.: Наука, 2002. [1] л. портр., 557, [1] c.";2002;"письмо";"односторонняя";"Н. С. Тургеневу. (1). 15 марта 1874.";;
"Тургенев, Иван Сергеевич";" писатель, поэт, публицист, драматург, переводчик";"Тургенев И.С. Полное собрание сочинений и писем: В 30 т. Письма. В 18 т.: Т. 13. Письма, 1874. М.: Наука, 2002. [1] л. портр., 557, [1] c.";2002;"письмо";"односторонняя";"Паулю Гейзе. (1). 21 марта 1874.";;
"Тургенев, Иван Сергеевич";" писатель, поэт, публицист, драматург, переводчик";"Тургенев И.С. Полное собрание сочинений и писем: В 30 т. Письма. В 18 т.: Т. 13. Письма, 1874. М.: Наука, 2002. [1] л. портр., 557, [1] c.";2002;"письмо";"односторонняя";"Паулю Линдау. (1). 21 марта 1874.";;
"Тургенев, Иван Сергеевич";" писатель, поэт, публицист, драматург, переводчик";"Тургенев И.С. Полное собрание сочинений и писем: В 30 т. Письма. В 18 т.: Т. 13. Письма, 1874. М.: Наука, 2002. [1] л. портр., 557, [1] c.";2002;"письмо";"односторонняя";"Людвигу Пичу. (1). 21 марта 1874.";;
"Тургенев, Иван Сергеевич";" писатель, поэт, публицист, драматург, переводчик";"Тургенев И.С. Полное собрание сочинений и писем: В 30 т. Письма. В 18 т.: Т. 13. Письма, 1874. М.: Наука, 2002. [1] л. портр., 557, [1] c.";2002;"письмо";"односторонняя";"Юлиану Шмидту. (1). 21 марта 1874.";;
"Тургенев, Иван Сергеевич";" писатель, поэт, публицист, драматург, переводчик";"Тургенев И.С. Полное собрание сочинений и писем: В 30 т. Письма. В 18 т.: Т. 13. Письма, 1874. М.: Наука, 2002. [1] л. портр., 557, [1] c.";2002;"письмо";"односторонняя";"Генриху Лаубе. (1). 21 марта 1874.";;
"Тургенев, Иван Сергеевич";" писатель, поэт, публицист, драматург, переводчик";"Тургенев И.С. Полное собрание сочинений и писем: В 30 т. Письма. В 18 т.: Т. 13. Письма, 1874. М.: Наука, 2002. [1] л. портр., 557, [1] c.";2002;"письмо";"односторонняя";"Вильяму Рольстону. (1). 21 марта 1874.";;
